interaction_id,customer_id,interaction_date,channel,interaction_type,interaction_outcome
I0000379,C000559,2024-09-19,APP,COLLECTION,RESOLVED
I0000380,C000748,2024-11-07,SMS,COLLECTION,ESCALATED
I0000381,C000724,2025-08-24,BRANCH,GENERAL_QUERY,ESCALATED
I0000382,C000733,2025-03-13,APP,GENERAL_QUERY,ESCALATED
I0000383,C000526,2026-02-25,CALL,GENERAL_QUERY,PENDING
I0000384,C000661,2026-04-02,APP,GENERAL_QUERY,ESCALATED
I0000385,C000376,2026-01-22,CALL,LOAN_QUERY,PENDING
I0000386,C000844,2024-11-25,SMS,GENERAL_QUERY,PENDING
I0000387,C000776,2025-08-10,SMS,LOAN_QUERY,RESOLVED
I0000388,C000786,2025-10-07,SMS,COLLECTION,ESCALATED
I0000389,C000946,2026-06-06,BRANCH,COMPLAINT,ESCALATED
I0000390,C000932,2024-11-27,SMS,PAYMENT_REMINDER,ESCALATED
I0000391,C000065,2025-05-19,APP,LOAN_QUERY,ESCALATED
I0000392,C000133,2025-08-10,BRANCH,PAYMENT_REMINDER,RESOLVED
I0000393,C000758,2024-10-27,APP,PAYMENT_REMINDER,PENDING
I0000394,C000399,2025-06-12,SMS,COMPLAINT,RESOLVED
I0000395,C000691,2025-10-29,EMAIL,COMPLAINT,ESCALATED
I0000396,C000756,2025-08-23,APP,COLLECTION,RESOLVED
I0000397,C000505,2025-12-04,CALL,COMPLAINT,PENDING
I0000398,C000917,2024-11-03,BRANCH,COLLECTION,ESCALATED
I0000399,C000797,2025-07-03,APP,LOAN_QUERY,PENDING
I0000400,C000436,2024-12-25,EMAIL,COLLECTION,RESOLVED
I0000401,C000180,2025-02-02,SMS,COLLECTION,PENDING
I0000402,C000214,2025-04-02,SMS,COLLECTION,PENDING
I0000403,C000366,2025-05-08,BRANCH,COLLECTION,ESCALATED
I0000404,C000354,2024-11-13,CALL,COMPLAINT,RESOLVED
I0000405,C000279,2025-02-25,EMAIL,COMPLAINT,ESCALATED
I0000406,C000703,2025-03-25,SMS,COMPLAINT,PENDING
I0000407,C000343,2025-12-18,SMS,LOAN_QUERY,PENDING
I0000408,C000430,2025-05-27,BRANCH,COLLECTION,RESOLVED
I0000409,C000860,2025-05-12,EMAIL,GENERAL_QUERY,RESOLVED
I0000410,C000748,2025-08-25,EMAIL,COMPLAINT,PENDING
I0000411,C000915,2025-11-30,BRANCH,PAYMENT_REMINDER,ESCALATED
I0000412,C000611,2025-04-10,CALL,PAYMENT_REMINDER,PENDING
I0000413,C000853,2024-10-29,SMS,COLLECTION,PENDING
I0000414,C000360,2026-03-21,BRANCH,PAYMENT_REMINDER,ESCALATED
I0000415,C000768,2025-07-04,SMS,COMPLAINT,ESCALATED
I0000416,C000928,2025-04-09,BRANCH,GENERAL_QUERY,PENDING
I0000417,C000924,2026-04-07,APP,COMPLAINT,ESCALATED
I0000418,C000677,2026-04-17,CALL,COLLECTION,ESCALATED
I0000419,C000412,2025-06-26,APP,COMPLAINT,PENDING
I0000420,C000899,2025-03-01,CALL,PAYMENT_REMINDER,PENDING
I0000421,C000784,2024-11-30,CALL,GENERAL_QUERY,RESOLVED
I0000422,C000560,2026-02-26,CALL,COMPLAINT,RESOLVED
I0000423,C000986,2026-06-08,EMAIL,LOAN_QUERY,ESCALATED
I0000424,C000495,2025-05-22,EMAIL,COMPLAINT,ESCALATED
I0000425,C000363,2026-03-09,BRANCH,PAYMENT_REMINDER,PENDING
I0000426,C000163,2026-09-15,SMS,COLLECTION,PENDING
I0000427,C000633,2026-08-29,SMS,LOAN_QUERY,RESOLVED
I0000428,C000331,2025-09-14,APP,COMPLAINT,RESOLVED
I0000429,C000911,2025-12-13,APP,COMPLAINT,PENDING
I0000430,C000043,2024-10-28,EMAIL,GENERAL_QUERY,RESOLVED
I0000431,C000464,2025-05-22,SMS,COLLECTION,ESCALATED
I0000432,C000468,2026-03-31,SMS,COLLECTION,ESCALATED
I0000433,C000178,2025-09-08,BRANCH,PAYMENT_REMINDER,ESCALATED
I0000434,C000407,2024-12-20,CALL,GENERAL_QUERY,PENDING
I0000435,C000687,2025-12-04,SMS,GENERAL_QUERY,ESCALATED
I0000436,C000485,2026-09-11,SMS,GENERAL_QUERY,PENDING
I0000437,C000620,2026-04-10,APP,LOAN_QUERY,PENDING
I0000438,C000627,2024-11-17,EMAIL,GENERAL_QUERY,ESCALATED
I0000439,C000652,2026-04-28,CALL,PAYMENT_REMINDER,ESCALATED
I0000440,C000164,2026-01-28,APP,GENERAL_QUERY,RESOLVED
I0000441,C000019,2026-09-10,CALL,LOAN_QUERY,PENDING
I0000442,C000268,2025-10-28,SMS,COLLECTION,ESCALATED
I0000443,C000373,2026-01-23,CALL,GENERAL_QUERY,PENDING
I0000444,C000267,2025-12-07,SMS,GENERAL_QUERY,PENDING
I0000445,C000864,2025-11-02,SMS,LOAN_QUERY,RESOLVED
I0000446,C000376,2025-07-22,SMS,PAYMENT_REMINDER,ESCALATED
I0000447,C000334,2025-08-19,BRANCH,PAYMENT_REMINDER,PENDING
I0000448,C000282,2026-04-16,SMS,COMPLAINT,RESOLVED
I0000449,C000706,2026-09-13,CALL,LOAN_QUERY,RESOLVED
I0000450,C000418,2025-05-07,EMAIL,COMPLAINT,RESOLVED
I0000451,C000648,2026-07-06,CALL,GENERAL_QUERY,ESCALATED
I0000452,C000926,2026-03-28,EMAIL,GENERAL_QUERY,ESCALATED
I0000453,C000744,2025-07-27,SMS,COLLECTION,PENDING
I0000454,C000400,2025-12-11,EMAIL,PAYMENT_REMINDER,ESCALATED
I0000455,C000234,2025-03-01,APP,COMPLAINT,RESOLVED
I0000456,C000070,2025-08-15,SMS,PAYMENT_REMINDER,RESOLVED
I0000457,C000528,2025-05-30,BRANCH,PAYMENT_REMINDER,ESCALATED
I0000458,C000588,2025-07-14,CALL,PAYMENT_REMINDER,PENDING
I0000459,C000529,2026-08-04,APP,COMPLAINT,RESOLVED
I0000460,C000541,2024-12-20,BRANCH,LOAN_QUERY,RESOLVED
I0000461,C000157,2025-11-20,EMAIL,PAYMENT_REMINDER,RESOLVED
I0000462,C000974,2025-03-17,BRANCH,COLLECTION,ESCALATED
I0000463,C000584,2025-02-14,SMS,GENERAL_QUERY,PENDING
I0000464,C000269,2026-08-01,APP,COLLECTION,PENDING
I0000465,C000828,2025-05-24,BRANCH,LOAN_QUERY,RESOLVED
I0000466,C000988,2026-03-24,SMS,COMPLAINT,RESOLVED
I0000467,C000830,2025-12-31,CALL,PAYMENT_REMINDER,RESOLVED
I0000468,C000614,2025-10-05,APP,GENERAL_QUERY,PENDING
I0000469,C000001,2025-04-08,APP,LOAN_QUERY,PENDING
I0000470,C000168,2026-01-16,EMAIL,GENERAL_QUERY,RESOLVED
I0000471,C000568,2026-02-18,SMS,PAYMENT_REMINDER,RESOLVED
I0000472,C000841,2025-11-24,APP,COLLECTION,RESOLVED
I0000473,C000914,2025-09-08,SMS,COLLECTION,PENDING
I0000474,C000032,2025-07-20,BRANCH,COMPLAINT,RESOLVED
I0000475,C000510,2025-11-14,APP,PAYMENT_REMINDER,ESCALATED
I0000476,C000630,2024-09-21,EMAIL,GENERAL_QUERY,RESOLVED
I0000477,C000675,2025-07-03,SMS,PAYMENT_REMINDER,RESOLVED
I0000478,C000359,2026-03-03,CALL,COLLECTION,PENDING
I0000479,C000288,2025-09-15,APP,LOAN_QUERY,ESCALATED
I0000480,C000181,2024-10-24,APP,COLLECTION,RESOLVED
I0000481,C000376,2026-05-08,BRANCH,GENERAL_QUERY,ESCALATED
I0000482,C000502,2025-02-07,EMAIL,COMPLAINT,RESOLVED
I0000483,C000959,2025-03-23,APP,COMPLAINT,PENDING
I0000484,C000289,2026-04-18,EMAIL,COMPLAINT,PENDING
I0000485,C000404,2026-03-09,CALL,COLLECTION,ESCALATED
I0000486,C000124,2025-09-22,APP,GENERAL_QUERY,ESCALATED
I0000487,C000698,2026-07-06,APP,LOAN_QUERY,PENDING
I0000488,C000438,2025-09-19,SMS,GENERAL_QUERY,RESOLVED
I0000489,C000809,2026-05-31,BRANCH,COMPLAINT,PENDING
I0000490,C000075,2026-04-06,BRANCH,PAYMENT_REMINDER,PENDING
I0000491,C000952,2024-11-23,BRANCH,LOAN_QUERY,PENDING
I0000492,C000128,2025-11-11,SMS,GENERAL_QUERY,ESCALATED
I0000493,C000970,2025-04-10,EMAIL,PAYMENT_REMINDER,ESCALATED
I0000494,C000828,2025-03-24,APP,COLLECTION,RESOLVED
I0000495,C000434,2026-07-12,BRANCH,PAYMENT_REMINDER,RESOLVED
I0000496,C000846,2024-09-20,EMAIL,LOAN_QUERY,PENDING
I0000497,C000873,2026-06-03,BRANCH,COLLECTION,RESOLVED
I0000498,C000246,2026-01-27,EMAIL,PAYMENT_REMINDER,PENDING
I0000499,C000692,2024-12-02,SMS,COMPLAINT,RESOLVED
I0000500,C000327,2025-11-27,EMAIL,GENERAL_QUERY,RESOLVED
I0000501,C000695,2025-02-07,APP,COLLECTION,PENDING
I0000502,C000745,2025-01-21,BRANCH,PAYMENT_REMINDER,PENDING
I0000503,C000737,2024-10-05,CALL,COMPLAINT,ESCALATED
I0000504,C000335,2025-12-28,SMS,COLLECTION,ESCALATED
I0000505,C000519,2025-06-22,BRANCH,PAYMENT_REMINDER,RESOLVED
I0000506,C000041,2025-08-17,BRANCH,COMPLAINT,RESOLVED
I0000507,C000219,2025-09-30,EMAIL,LOAN_QUERY,PENDING
I0000508,C000306,2025-03-22,APP,PAYMENT_REMINDER,PENDING
I0000509,C000696,2025-03-03,EMAIL,LOAN_QUERY,ESCALATED
I0000510,C000096,2025-02-10,BRANCH,GENERAL_QUERY,PENDING
I0000511,C000420,2026-07-08,SMS,COMPLAINT,ESCALATED
I0000512,C000364,2026-06-12,APP,COMPLAINT,RESOLVED
I0000513,C000505,2025-01-05,CALL,COMPLAINT,RESOLVED
I0000514,C000772,2026-03-06,CALL,PAYMENT_REMINDER,ESCALATED
I0000515,C000934,2026-03-18,APP,COLLECTION,PENDING
I0000516,C000109,2025-12-28,APP,COLLECTION,ESCALATED
I0000517,C000319,2026-03-12,SMS,GENERAL_QUERY,PENDING
I0000518,C000862,2025-09-23,CALL,PAYMENT_REMINDER,ESCALATED
I0000519,C000584,2025-02-28,APP,GENERAL_QUERY,ESCALATED
I0000520,C000935,2026-05-19,BRANCH,GENERAL_QUERY,ESCALATED
I0000521,C000304,2026-02-28,BRANCH,COLLECTION,RESOLVED
I0000522,C000154,2024-12-28,APP,COLLECTION,ESCALATED
I0000523,C000902,2025-02-26,EMAIL,GENERAL_QUERY,ESCALATED
I0000524,C000888,2025-11-29,EMAIL,GENERAL_QUERY,ESCALATED
I0000525,C000703,2026-07-16,CALL,GENERAL_QUERY,ESCALATED
I0000526,C000094,2025-07-27,APP,COLLECTION,RESOLVED
I0000527,C000495,2025-04-28,APP,GENERAL_QUERY,ESCALATED
I0000528,C000574,2025-04-05,APP,COLLECTION,ESCALATED
I0000529,C000925,2024-10-17,EMAIL,PAYMENT_REMINDER,PENDING
I0000530,C000979,2025-02-07,APP,COLLECTION,RESOLVED
I0000531,C000339,2026-07-22,EMAIL,COLLECTION,RESOLVED
I0000532,C000561,2025-11-25,CALL,PAYMENT_REMINDER,RESOLVED
I0000533,C000438,2026-09-01,BRANCH,LOAN_QUERY,PENDING
I0000534,C000105,2024-12-28,CALL,COLLECTION,ESCALATED
I0000535,C000096,2025-05-24,EMAIL,PAYMENT_REMINDER,ESCALATED
I0000536,C000523,2025-03-21,SMS,LOAN_QUERY,ESCALATED
I0000537,C000944,2026-05-01,BRANCH,COMPLAINT,PENDING
I0000538,C000670,2025-01-21,BRANCH,COMPLAINT,PENDING
I0000539,C000347,2026-06-11,SMS,GENERAL_QUERY,ESCALATED
I0000540,C000485,2025-07-19,EMAIL,LOAN_QUERY,RESOLVED
I0000541,C000414,2026-09-12,SMS,PAYMENT_REMINDER,PENDING
I0000542,C000981,2026-06-02,SMS,GENERAL_QUERY,PENDING
I0000543,C000126,2026-08-12,APP,COLLECTION,ESCALATED
I0000544,C000774,2025-09-08,SMS,COLLECTION,ESCALATED
I0000545,C000168,2025-07-05,CALL,COMPLAINT,ESCALATED
I0000546,C000529,2026-01-08,SMS,COMPLAINT,PENDING
I0000547,C000289,2026-07-15,SMS,LOAN_QUERY,RESOLVED
I0000548,C000863,2025-12-21,CALL,LOAN_QUERY,ESCALATED
I0000549,C000235,2026-02-04,APP,LOAN_QUERY,RESOLVED
I0000550,C000344,2025-02-08,SMS,LOAN_QUERY,ESCALATED
I0000551,C000051,2025-04-04,BRANCH,PAYMENT_REMINDER,PENDING
I0000552,C000346,2025-01-22,EMAIL,COMPLAINT,RESOLVED
I0000553,C000231,2025-08-23,APP,COLLECTION,RESOLVED
I0000554,C000598,2025-09-18,CALL,LOAN_QUERY,ESCALATED
I0000555,C000263,2026-08-30,BRANCH,LOAN_QUERY,ESCALATED
I0000556,C000976,2025-03-18,SMS,COLLECTION,RESOLVED
I0000557,C000097,2026-01-12,APP,COLLECTION,PENDING
I0000558,C000573,2026-09-10,CALL,COLLECTION,PENDING
I0000559,C000476,2026-03-20,APP,GENERAL_QUERY,PENDING
I0000560,C000550,2025-01-17,BRANCH,LOAN_QUERY,ESCALATED
I0000561,C000639,2025-03-08,SMS,LOAN_QUERY,ESCALATED
I0000562,C000548,2026-03-29,BRANCH,COMPLAINT,RESOLVED
I0000563,C000270,2025-11-05,EMAIL,LOAN_QUERY,RESOLVED
I0000564,C000236,2026-07-21,BRANCH,LOAN_QUERY,RESOLVED
I0000565,C000502,2025-06-05,SMS,COLLECTION,ESCALATED
I0000566,C000021,2026-02-04,APP,PAYMENT_REMINDER,PENDING
I0000567,C000911,2025-01-03,BRANCH,PAYMENT_REMINDER,RESOLVED
I0000568,C000182,2024-10-22,EMAIL,LOAN_QUERY,PENDING
I0000569,C000208,2024-12-31,BRANCH,PAYMENT_REMINDER,RESOLVED
I0000570,C000545,2025-03-20,EMAIL,PAYMENT_REMINDER,RESOLVED
I0000571,C000959,2026-03-02,EMAIL,GENERAL_QUERY,ESCALATED
I0000572,C000806,2025-02-04,CALL,PAYMENT_REMINDER,PENDING
I0000573,C000933,2024-10-02,APP,COMPLAINT,RESOLVED
I0000574,C000141,2025-12-06,APP,GENERAL_QUERY,PENDING
I0000575,C000299,2024-11-27,EMAIL,COLLECTION,RESOLVED
I0000576,C000604,2025-03-30,APP,COMPLAINT,PENDING
I0000577,C000446,2026-03-04,SMS,PAYMENT_REMINDER,PENDING
I0000578,C000231,2024-09-16,APP,LOAN_QUERY,RESOLVED
I0000579,C000044,2024-11-05,CALL,PAYMENT_REMINDER,ESCALATED
I0000580,C000813,2025-08-10,APP,LOAN_QUERY,ESCALATED
I0000581,C000987,2026-01-08,EMAIL,COMPLAINT,PENDING
I0000582,C000480,2025-02-09,APP,PAYMENT_REMINDER,RESOLVED
I0000583,C000818,2025-03-12,CALL,GENERAL_QUERY,RESOLVED
I0000584,C000096,2026-04-30,CALL,COLLECTION,PENDING
I0000585,C000590,2026-05-29,SMS,GENERAL_QUERY,RESOLVED
I0000586,C000910,2025-01-30,SMS,PAYMENT_REMINDER,ESCALATED
I0000587,C000006,2025-10-21,EMAIL,GENERAL_QUERY,PENDING
I0000588,C000259,2025-04-20,CALL,GENERAL_QUERY,PENDING
I0000589,C000402,2025-05-01,CALL,COMPLAINT,RESOLVED
I0000590,C000712,2025-01-01,CALL,COLLECTION,RESOLVED
I0000591,C000582,2025-02-27,EMAIL,LOAN_QUERY,PENDING
I0000592,C000969,2025-05-04,CALL,LOAN_QUERY,ESCALATED
I0000593,C000724,2025-10-05,EMAIL,COLLECTION,PENDING
I0000594,C000198,2026-02-10,CALL,PAYMENT_REMINDER,RESOLVED
I0000595,C000827,2024-11-09,EMAIL,LOAN_QUERY,RESOLVED
I0000596,C000975,2025-12-29,EMAIL,LOAN_QUERY,ESCALATED
I0000597,C000161,2025-12-19,CALL,LOAN_QUERY,ESCALATED
I0000598,C000073,2025-10-28,APP,LOAN_QUERY,ESCALATED
I0000599,C000203,2025-01-10,APP,COMPLAINT,ESCALATED
I0000600,C000732,2026-08-07,CALL,COMPLAINT,RESOLVED
I0000601,C000147,2026-01-01,BRANCH,LOAN_QUERY,PENDING
I0000602,C000375,2024-09-23,CALL,LOAN_QUERY,RESOLVED
I0000603,C000022,2026-05-30,CALL,COMPLAINT,ESCALATED
I0000604,C000889,2026-02-20,CALL,GENERAL_QUERY,RESOLVED
I0000605,C000729,2025-09-26,CALL,PAYMENT_REMINDER,ESCALATED
I0000606,C000429,2025-05-31,APP,COMPLAINT,RESOLVED
I0000607,C000732,2026-06-14,EMAIL,PAYMENT_REMINDER,RESOLVED
I0000608,C000449,2025-05-23,SMS,COLLECTION,PENDING
I0000609,C000824,2026-07-17,APP,COMPLAINT,ESCALATED
I0000610,C000051,2024-11-20,EMAIL,COLLECTION,RESOLVED
I0000611,C000463,2025-05-28,SMS,LOAN_QUERY,ESCALATED
I0000612,C000301,2026-07-02,SMS,PAYMENT_REMINDER,ESCALATED
I0000613,C000010,2025-04-12,APP,COMPLAINT,ESCALATED
I0000614,C000029,2026-03-05,CALL,COLLECTION,ESCALATED
I0000615,C000238,2025-06-08,BRANCH,COLLECTION,ESCALATED
I0000616,C000212,2024-12-23,CALL,GENERAL_QUERY,PENDING
I0000617,C000395,2026-08-13,EMAIL,PAYMENT_REMINDER,ESCALATED
I0000618,C000320,2025-07-15,CALL,COLLECTION,ESCALATED
I0000619,C000657,2024-10-30,CALL,PAYMENT_REMINDER,PENDING
I0000620,C000124,2026-08-27,SMS,LOAN_QUERY,ESCALATED
I0000621,C000772,2026-09-05,CALL,GENERAL_QUERY,ESCALATED
I0000622,C000256,2025-08-25,BRANCH,PAYMENT_REMINDER,RESOLVED
I0000623,C000074,2025-05-25,SMS,PAYMENT_REMINDER,RESOLVED
I0000624,C000068,2025-08-20,SMS,COLLECTION,ESCALATED
I0000625,C000544,2025-12-01,EMAIL,PAYMENT_REMINDER,PENDING
I0000626,C000088,2026-03-05,SMS,COMPLAINT,PENDING
I0000627,C000946,2026-01-02,EMAIL,PAYMENT_REMINDER,ESCALATED
I0000628,C000581,2026-01-12,CALL,COLLECTION,ESCALATED
I0000629,C000249,2024-11-08,EMAIL,LOAN_QUERY,ESCALATED
I0000630,C000970,2025-02-19,BRANCH,LOAN_QUERY,PENDING
I0000631,C000825,2025-11-18,SMS,LOAN_QUERY,ESCALATED
I0000632,C000710,2025-03-06,APP,LOAN_QUERY,ESCALATED
I0000633,C000336,2024-12-21,BRANCH,LOAN_QUERY,PENDING
I0000634,C000416,2024-10-08,EMAIL,PAYMENT_REMINDER,ESCALATED
I0000635,C000208,2024-09-18,SMS,GENERAL_QUERY,PENDING
I0000636,C000211,2026-03-26,BRANCH,GENERAL_QUERY,ESCALATED
I0000637,C000069,2026-06-24,CALL,GENERAL_QUERY,PENDING
I0000638,C000863,2025-07-18,CALL,LOAN_QUERY,PENDING
I0000639,C000417,2026-05-21,APP,COMPLAINT,PENDING
I0000640,C000325,2025-04-24,CALL,PAYMENT_REMINDER,RESOLVED
I0000641,C000262,2025-03-25,CALL,COMPLAINT,ESCALATED
I0000642,C000966,2025-02-28,BRANCH,LOAN_QUERY,PENDING
I0000643,C000952,2026-02-21,EMAIL,LOAN_QUERY,ESCALATED
I0000644,C000497,2025-01-14,EMAIL,COMPLAINT,ESCALATED
I0000645,C000926,2025-02-06,APP,GENERAL_QUERY,RESOLVED
I0000646,C000721,2026-05-09,BRANCH,LOAN_QUERY,RESOLVED
I0000647,C000189,2026-04-28,BRANCH,COLLECTION,PENDING
I0000648,C000275,2025-08-17,APP,COLLECTION,PENDING
I0000649,C000268,2026-01-14,APP,GENERAL_QUERY,RESOLVED
I0000650,C000875,2026-04-01,APP,LOAN_QUERY,RESOLVED
I0000651,C000450,2026-05-14,EMAIL,LOAN_QUERY,ESCALATED
I0000652,C000079,2025-01-10,SMS,COMPLAINT,RESOLVED
I0000653,C000955,2026-08-26,SMS,PAYMENT_REMINDER,RESOLVED
I0000654,C000962,2024-12-24,BRANCH,PAYMENT_REMINDER,PENDING
I0000655,C000841,2025-10-03,BRANCH,COLLECTION,ESCALATED
I0000656,C000499,2025-08-31,SMS,COMPLAINT,ESCALATED
I0000657,C000074,2025-09-14,CALL,PAYMENT_REMINDER,PENDING
I0000658,C000003,2025-09-13,BRANCH,LOAN_QUERY,RESOLVED
I0000659,C000811,2025-03-04,SMS,COLLECTION,PENDING
I0000660,C000505,2025-02-21,APP,PAYMENT_REMINDER,ESCALATED
I0000661,C000629,2026-09-15,CALL,GENERAL_QUERY,RESOLVED
I0000662,C000709,2024-11-13,SMS,COMPLAINT,ESCALATED
I0000663,C000159,2025-08-03,APP,COLLECTION,RESOLVED
I0000664,C000680,2026-08-05,BRANCH,COLLECTION,RESOLVED
I0000665,C000152,2026-04-02,SMS,GENERAL_QUERY,RESOLVED
I0000666,C000475,2025-10-14,SMS,GENERAL_QUERY,PENDING
I0000667,C000940,2026-03-13,APP,GENERAL_QUERY,ESCALATED
I0000668,C000025,2024-10-12,CALL,GENERAL_QUERY,RESOLVED
I0000669,C000564,2025-07-22,APP,PAYMENT_REMINDER,RESOLVED
I0000670,C000465,2025-07-25,BRANCH,COLLECTION,ESCALATED
I0000671,C000876,2026-09-07,CALL,COMPLAINT,RESOLVED
I0000672,C000581,2025-05-06,EMAIL,COMPLAINT,PENDING
I0000673,C000811,2026-04-06,EMAIL,LOAN_QUERY,ESCALATED
I0000674,C000516,2025-09-22,SMS,LOAN_QUERY,RESOLVED
I0000675,C000055,2024-10-07,APP,LOAN_QUERY,PENDING
I0000676,C000175,2026-09-04,APP,GENERAL_QUERY,ESCALATED
I0000677,C000645,2026-06-01,APP,LOAN_QUERY,RESOLVED
I0000678,C000265,2025-08-26,CALL,PAYMENT_REMINDER,ESCALATED
I0000679,C000821,2024-09-18,EMAIL,PAYMENT_REMINDER,ESCALATED
I0000680,C000098,2025-02-24,SMS,LOAN_QUERY,RESOLVED
I0000681,C000631,2025-11-23,SMS,GENERAL_QUERY,PENDING
I0000682,C000829,2025-06-23,SMS,COLLECTION,ESCALATED
I0000683,C000399,2024-10-26,CALL,LOAN_QUERY,PENDING
I0000684,C000526,2025-03-19,SMS,PAYMENT_REMINDER,PENDING
I0000685,C000969,2025-07-06,APP,COMPLAINT,PENDING
I0000686,C000966,2026-05-28,SMS,COLLECTION,PENDING
I0000687,C000111,2024-10-12,CALL,COLLECTION,PENDING
I0000688,C000688,2025-06-03,SMS,LOAN_QUERY,ESCALATED
I0000689,C000979,2026-01-06,SMS,PAYMENT_REMINDER,PENDING
I0000690,C000184,2025-05-17,SMS,COMPLAINT,ESCALATED
I0000691,C000071,2025-01-25,APP,LOAN_QUERY,ESCALATED
I0000692,C000325,2026-01-13,CALL,COLLECTION,PENDING
I0000693,C000028,2025-10-12,SMS,COMPLAINT,PENDING
I0000694,C000417,2026-05-27,SMS,COLLECTION,RESOLVED
I0000695,C000893,2025-05-10,EMAIL,COLLECTION,RESOLVED
I0000696,C000901,2024-12-30,CALL,PAYMENT_REMINDER,PENDING
I0000697,C000264,2026-01-18,APP,COMPLAINT,ESCALATED
I0000698,C001000,2025-04-27,SMS,COMPLAINT,RESOLVED
I0000699,C000816,2024-11-20,EMAIL,COLLECTION,RESOLVED
I0000700,C000149,2026-04-04,EMAIL,COLLECTION,ESCALATED
I0000701,C000278,2026-06-18,APP,COMPLAINT,ESCALATED
I0000702,C000237,2024-10-15,APP,GENERAL_QUERY,PENDING
I0000703,C000038,2026-01-26,EMAIL,GENERAL_QUERY,ESCALATED
I0000704,C000979,2025-09-18,BRANCH,LOAN_QUERY,RESOLVED
I0000705,C000878,2026-05-23,SMS,COLLECTION,PENDING
I0000706,C000030,2026-03-19,SMS,PAYMENT_REMINDER,ESCALATED
I0000707,C000690,2025-05-05,SMS,GENERAL_QUERY,ESCALATED
I0000708,C000044,2026-04-04,BRANCH,COMPLAINT,RESOLVED
I0000709,C000227,2024-10-27,BRANCH,LOAN_QUERY,ESCALATED
I0000710,C000731,2024-12-27,APP,LOAN_QUERY,ESCALATED
I0000711,C000514,2026-08-14,CALL,PAYMENT_REMINDER,ESCALATED
I0000712,C000292,2025-10-06,SMS,COLLECTION,RESOLVED
I0000713,C000552,2025-04-13,SMS,PAYMENT_REMINDER,RESOLVED
I0000714,C000724,2024-09-30,CALL,PAYMENT_REMINDER,ESCALATED
I0000715,C000480,2026-02-22,APP,COMPLAINT,PENDING
I0000716,C000678,2026-02-01,EMAIL,LOAN_QUERY,RESOLVED
I0000717,C000867,2026-07-22,CALL,GENERAL_QUERY,PENDING
I0000718,C000483,2025-08-19,SMS,COMPLAINT,PENDING
I0000719,C000633,2025-09-18,EMAIL,GENERAL_QUERY,RESOLVED
I0000720,C000853,2026-05-16,CALL,PAYMENT_REMINDER,ESCALATED
I0000721,C000627,2026-04-28,SMS,LOAN_QUERY,RESOLVED
I0000722,C000772,2025-06-27,SMS,COLLECTION,RESOLVED
I0000723,C000927,2025-10-14,CALL,COMPLAINT,PENDING
I0000724,C000222,2025-01-23,SMS,PAYMENT_REMINDER,PENDING
I0000725,C000905,2025-08-14,SMS,COMPLAINT,ESCALATED
I0000726,C000863,2025-09-03,BRANCH,COLLECTION,PENDING
I0000727,C000372,2025-08-08,CALL,COMPLAINT,PENDING
I0000728,C000170,2024-12-31,BRANCH,LOAN_QUERY,PENDING
I0000729,C000183,2025-07-01,APP,LOAN_QUERY,ESCALATED
I0000730,C000015,2025-12-02,APP,LOAN_QUERY,ESCALATED
I0000731,C000814,2026-09-05,APP,GENERAL_QUERY,RESOLVED
I0000732,C000102,2024-09-17,SMS,GENERAL_QUERY,PENDING
I0000733,C000893,2026-07-01,SMS,PAYMENT_REMINDER,ESCALATED
I0000734,C000329,2026-09-05,BRANCH,PAYMENT_REMINDER,PENDING
I0000735,C000323,2025-08-15,SMS,GENERAL_QUERY,ESCALATED
I0000736,C000279,2026-06-22,BRANCH,COMPLAINT,PENDING
I0000737,C000388,2025-01-18,BRANCH,COMPLAINT,RESOLVED
I0000738,C000878,2024-09-26,BRANCH,LOAN_QUERY,RESOLVED
I0000739,C000070,2026-07-02,BRANCH,COMPLAINT,PENDING
I0000740,C000115,2024-10-17,APP,GENERAL_QUERY,RESOLVED
I0000741,C000709,2025-03-25,BRANCH,PAYMENT_REMINDER,RESOLVED
I0000742,C000067,2026-03-18,CALL,GENERAL_QUERY,ESCALATED
I0000743,C000433,2025-07-27,BRANCH,GENERAL_QUERY,ESCALATED
I0000744,C000442,2025-02-11,BRANCH,COLLECTION,RESOLVED
I0000745,C000556,2026-06-03,APP,LOAN_QUERY,PENDING
I0000746,C000974,2025-10-15,APP,GENERAL_QUERY,RESOLVED
I0000747,C000534,2026-02-12,EMAIL,COMPLAINT,PENDING
I0000748,C000960,2025-06-20,EMAIL,GENERAL_QUERY,ESCALATED
I0000749,C000047,2026-01-21,EMAIL,COLLECTION,PENDING
I0000750,C000093,2026-07-05,CALL,COMPLAINT,PENDING
I0000751,C000681,2026-05-25,EMAIL,COLLECTION,RESOLVED
I0000752,C000131,2026-06-06,BRANCH,COLLECTION,PENDING
I0000753,C000780,2025-07-26,BRANCH,GENERAL_QUERY,ESCALATED
I0000754,C000207,2026-08-02,SMS,PAYMENT_REMINDER,PENDING
I0000755,C000370,2026-05-26,EMAIL,LOAN_QUERY,ESCALATED
I0000756,C000756,2025-04-07,EMAIL,GENERAL_QUERY,ESCALATED
I0000757,C000358,2025-08-01,CALL,PAYMENT_REMINDER,RESOLVED
I0000758,C000502,2026-04-05,BRANCH,COLLECTION,PENDING
I0000759,C000798,2024-11-10,BRANCH,GENERAL_QUERY,ESCALATED
