repayment_id,loan_id,customer_id,due_date,payment_date,due_amount,paid_amount,payment_status,dpd
R00000333,L0000928,C000203,2026-04-02,2026-04-02,48595,48595,ON_TIME,0
R00000334,L0001350,C000324,2024-10-10,2024-10-25,17734,17734,LATE,15
R00000335,L0001121,C000533,2026-08-08,2026-08-23,37501,37501,LATE,15
R00000336,L0001963,C000293,2025-04-29,2025-04-29,4926,4926,ON_TIME,0
R00000337,L0001252,C000977,2025-03-15,2025-03-15,17963,17963,ON_TIME,0
R00000338,L0001208,C000752,2026-05-26,2026-06-25,45583,45583,LATE,30
R00000339,L0001573,C000917,2024-08-12,2024-08-12,13306,13306,ON_TIME,0
R00000340,L0001264,C000168,2026-03-14,2026-03-14,22550,22550,ON_TIME,0
R00000341,L0001140,C000351,2025-11-17,2025-11-17,18027,18027,ON_TIME,0
R00000342,L0000361,C000245,2024-11-27,2024-11-27,5939,5939,ON_TIME,0
R00000343,L0000573,C000776,2023-11-26,2023-11-26,22349,22349,ON_TIME,0
R00000344,L0002191,C000751,2024-05-24,2024-05-24,2191,2191,ON_TIME,0
R00000345,L0000174,C000395,2025-12-24,2025-12-24,37089,37089,ON_TIME,0
R00000346,L0000159,C000345,2026-02-07,2026-02-12,13079,13079,LATE,5
R00000347,L0002251,C000665,2024-01-03,2024-01-03,17469,17469,ON_TIME,0
R00000348,L0000449,C000016,2024-12-27,2024-12-27,38056,38056,ON_TIME,0
R00000349,L0000988,C000996,2024-02-03,2024-02-18,46901,46901,LATE,15
R00000350,L0000820,C000351,2025-05-23,2025-06-07,46047,46047,LATE,15
R00000351,L0000543,C000971,2026-09-05,2026-09-05,9966,9966,ON_TIME,0
R00000352,L0000757,C000573,2024-03-26,2024-04-10,43757,43757,LATE,15
R00000353,L0000501,C000008,2024-04-20,2024-04-20,29219,29219,ON_TIME,0
R00000354,L0000249,C000998,2026-01-28,2026-02-27,17568,17568,LATE,30
R00000355,L0002375,C000442,2024-11-24,2024-11-24,46350,46350,ON_TIME,0
R00000356,L0001292,C000475,2025-07-19,2025-07-24,7633,7633,LATE,5
R00000357,L0000576,C000003,2024-08-09,2024-08-14,47967,47967,LATE,5
R00000358,L0001667,C000959,2026-04-22,2026-04-22,18091,18091,ON_TIME,0
R00000359,L0000636,C000944,2025-11-09,2025-11-24,41336,41336,LATE,15
R00000360,L0000486,C000233,2025-01-23,2025-01-23,35441,35441,ON_TIME,0
R00000361,L0002089,C000083,2026-08-11,2026-08-16,22070,22070,LATE,5
R00000362,L0000604,C000749,2025-03-02,2025-03-07,30076,30076,LATE,5
R00000363,L0001413,C000128,2026-05-30,2026-05-30,5025,5025,ON_TIME,0
R00000364,L0002264,C000839,2024-10-27,2024-10-27,25172,25172,ON_TIME,0
R00000365,L0000519,C000187,2025-08-20,2025-08-20,18841,18841,ON_TIME,0
R00000366,L0000509,C000301,2024-11-14,2024-11-19,8535,8535,LATE,5
R00000367,L0001654,C000951,2024-10-03,2024-10-18,33056,33056,LATE,15
R00000368,L0001950,C000134,2026-07-11,2026-09-09,31933,31933,LATE,60
R00000369,L0002297,C000761,2025-01-28,2025-01-28,17823,17823,ON_TIME,0
R00000370,L0001974,C000130,2025-02-28,2025-02-28,25932,25932,ON_TIME,0
R00000371,L0001974,C000130,2024-08-09,2024-09-08,3807,3807,LATE,30
R00000372,L0001497,C000647,2025-08-31,2025-09-15,45993,45993,LATE,15
R00000373,L0001109,C000897,2026-04-05,2026-04-05,41757,41757,ON_TIME,0
R00000374,L0001236,C000948,2025-02-08,2025-02-08,13816,13816,ON_TIME,0
R00000375,L0000591,C000687,2023-10-11,2023-10-11,2420,2420,ON_TIME,0
R00000376,L0001298,C000061,2026-08-26,2026-08-26,7303,7303,ON_TIME,0
R00000377,L0001150,C000191,2024-04-11,2024-04-26,40282,40282,LATE,15
R00000378,L0001372,C000492,2026-06-17,2026-07-02,42777,42777,LATE,15
R00000379,L0002098,C000706,2023-09-20,2023-09-20,44112,44112,ON_TIME,0
R00000380,L0002121,C000080,2026-04-19,2026-04-19,19009,19009,ON_TIME,0
R00000381,L0000737,C000581,2025-09-26,2025-12-25,29545,14772,OVERDUE,90
R00000382,L0001695,C000893,2023-09-23,2023-09-23,42424,42424,ON_TIME,0
R00000383,L0000939,C000962,2023-10-01,2023-10-01,24179,24179,ON_TIME,0
R00000384,L0000766,C000797,2026-07-28,2026-07-28,9529,9529,ON_TIME,0
R00000385,L0001050,C000600,2024-06-12,2024-06-17,31721,31721,LATE,5
R00000386,L0001542,C000107,2025-06-19,2025-06-19,7128,7128,ON_TIME,0
R00000387,L0000111,C000575,2026-01-27,2026-01-27,31238,31238,ON_TIME,0
R00000388,L0000676,C000747,2026-09-02,2026-09-17,9623,9623,LATE,15
R00000389,L0002404,C000002,2026-09-13,2026-09-18,46284,46284,LATE,5
R00000390,L0000047,C000031,2025-10-15,2025-10-15,29215,29215,ON_TIME,0
R00000391,L0001281,C000176,2025-05-19,2025-06-03,29895,29895,LATE,15
R00000392,L0002111,C000629,2025-12-30,2025-12-30,25224,25224,ON_TIME,0
R00000393,L0001391,C000575,2024-01-21,2024-01-21,10812,10812,ON_TIME,0
R00000394,L0001513,C000884,2026-06-21,2026-07-06,27013,27013,LATE,15
R00000395,L0001862,C000811,2026-06-24,2026-08-23,30876,30876,LATE,60
R00000396,L0000622,C000563,2024-01-15,2024-01-15,3655,3655,ON_TIME,0
R00000397,L0000973,C000420,2025-12-31,2025-12-31,34402,34402,ON_TIME,0
R00000398,L0000209,C000728,2023-11-04,2023-11-04,8451,8451,ON_TIME,0
R00000399,L0000766,C000797,2026-07-26,2026-07-26,36390,36390,ON_TIME,0
R00000400,L0001180,C000052,2025-08-08,2025-08-08,20775,20775,ON_TIME,0
R00000401,L0000253,C000967,2026-07-27,2026-08-26,5049,5049,LATE,30
R00000402,L0000367,C000151,2024-03-26,2024-03-26,11161,11161,ON_TIME,0
R00000403,L0001298,C000061,2025-03-18,2025-03-18,44944,44944,ON_TIME,0
R00000404,L0000560,C000491,2025-04-23,2025-06-22,20919,20919,LATE,60
R00000405,L0001121,C000533,2026-04-08,2026-04-13,6511,6511,LATE,5
R00000406,L0001528,C000935,2025-03-26,2025-03-26,27623,27623,ON_TIME,0
R00000407,L0000634,C000525,2025-05-09,2025-07-08,13528,13528,LATE,60
R00000408,L0001480,C000417,2024-06-18,2024-06-18,15421,15421,ON_TIME,0
R00000409,L0002099,C000012,2026-09-03,2026-09-18,2055,2055,LATE,15
R00000410,L0000505,C000564,2023-09-30,2023-09-30,46562,46562,ON_TIME,0
R00000411,L0002221,C000900,2024-03-28,2024-03-28,31955,31955,ON_TIME,0
R00000412,L0000871,C000714,2025-09-04,2025-09-04,8341,8341,ON_TIME,0
R00000413,L0000733,C000698,2025-04-14,2025-04-19,13410,13410,LATE,5
R00000414,L0000749,C000884,2024-07-12,2024-07-17,8702,8702,LATE,5
R00000415,L0001157,C000977,2025-08-07,2025-08-07,21367,21367,ON_TIME,0
R00000416,L0001297,C000089,2023-10-01,2023-10-01,9385,9385,ON_TIME,0
R00000417,L0001860,C000032,2024-08-26,2024-08-31,36856,36856,LATE,5
R00000418,L0001974,C000130,2023-10-17,2023-11-01,15579,15579,LATE,15
R00000419,L0001554,C000835,2024-11-26,2025-01-25,29240,29240,LATE,60
R00000420,L0000112,C000697,2026-08-09,2026-08-09,3783,3783,ON_TIME,0
R00000421,L0000198,C000965,2025-03-25,2025-04-24,27447,27447,LATE,30
R00000422,L0002457,C000950,2024-07-10,2024-07-10,37300,37300,ON_TIME,0
R00000423,L0002178,C000737,2024-02-03,2024-06-02,27395,13697,OVERDUE,120
R00000424,L0001301,C000935,2026-04-26,2026-04-26,33656,33656,ON_TIME,0
R00000425,L0001857,C000799,2026-05-15,2026-07-14,16185,16185,LATE,60
R00000426,L0000813,C000137,2024-12-30,2024-12-30,38617,38617,ON_TIME,0
R00000427,L0000001,C000522,2024-08-25,2024-09-09,17160,17160,LATE,15
R00000428,L0000731,C000944,2024-09-14,2024-09-14,20238,20238,ON_TIME,0
R00000429,L0000899,C000143,2025-10-23,2025-10-23,33878,33878,ON_TIME,0
R00000430,L0001173,C000559,2025-04-02,2025-04-07,43988,43988,LATE,5
R00000431,L0000869,C000419,2023-11-13,2023-11-13,49771,49771,ON_TIME,0
R00000432,L0001452,C000885,2024-11-26,2024-11-26,7161,7161,ON_TIME,0
R00000433,L0001214,C000636,2025-10-21,2025-11-05,39791,39791,LATE,15
R00000434,L0001598,C000783,2026-09-14,2027-01-12,11500,5750,OVERDUE,120
R00000435,L0001116,C000375,2026-04-15,2026-08-13,40919,0,OVERDUE,120
R00000436,L0002439,C000155,2024-08-06,2024-08-11,12988,12988,LATE,5
R00000437,L0001028,C000505,2023-09-28,2023-09-28,5778,5778,ON_TIME,0
R00000438,L0000752,C000784,2024-07-17,2024-07-17,41210,41210,ON_TIME,0
R00000439,L0001424,C001000,2026-06-04,2026-06-04,6221,6221,ON_TIME,0
R00000440,L0000650,C000124,2025-05-24,2025-05-24,19316,19316,ON_TIME,0
R00000441,L0001739,C000530,2024-03-07,2024-03-07,46930,46930,ON_TIME,0
R00000442,L0001017,C000824,2024-11-20,2024-11-20,8172,8172,ON_TIME,0
R00000443,L0000678,C000512,2026-02-17,2026-02-17,31600,31600,ON_TIME,0
R00000444,L0000896,C000535,2025-11-02,2025-11-02,35656,35656,ON_TIME,0
R00000445,L0002101,C000586,2025-10-23,2025-10-23,33445,33445,ON_TIME,0
R00000446,L0001011,C000230,2024-06-07,2024-06-07,14620,14620,ON_TIME,0
R00000447,L0001837,C000640,2026-01-21,2026-01-21,37158,37158,ON_TIME,0
R00000448,L0002354,C000232,2024-07-14,2024-07-14,47647,47647,ON_TIME,0
R00000449,L0002131,C000677,2026-07-08,2026-07-13,28245,28245,LATE,5
R00000450,L0002101,C000586,2026-02-11,2026-02-16,33487,33487,LATE,5
R00000451,L0000436,C000117,2026-07-27,2026-07-27,31373,31373,ON_TIME,0
R00000452,L0000623,C000617,2026-08-12,2026-08-12,49782,49782,ON_TIME,0
R00000453,L0000647,C000482,2026-04-10,2026-04-25,49656,49656,LATE,15
R00000454,L0001575,C000285,2026-02-10,2026-02-10,18517,18517,ON_TIME,0
R00000455,L0000953,C000838,2024-06-15,2024-07-15,33264,33264,LATE,30
R00000456,L0002191,C000751,2023-12-27,2024-02-25,40118,40118,LATE,60
R00000457,L0000595,C000728,2026-03-18,2026-03-23,42912,42912,LATE,5
R00000458,L0002030,C000790,2024-04-03,2024-04-08,22691,22691,LATE,5
R00000459,L0000127,C000350,2023-12-27,2023-12-27,10835,10835,ON_TIME,0
R00000460,L0002090,C000381,2024-04-01,2024-04-01,10142,10142,ON_TIME,0
R00000461,L0002331,C000008,2024-10-24,2024-10-24,37801,37801,ON_TIME,0
R00000462,L0001311,C000114,2026-02-18,2026-03-20,24003,24003,LATE,30
R00000463,L0002032,C000113,2024-09-05,2025-01-03,25327,12663,OVERDUE,120
R00000464,L0001451,C000228,2025-12-07,2025-12-22,38234,38234,LATE,15
R00000465,L0002396,C000850,2024-11-16,2024-11-21,45444,45444,LATE,5
R00000466,L0000251,C000682,2024-07-11,2024-07-11,2616,2616,ON_TIME,0
R00000467,L0002292,C000579,2026-08-05,2026-08-05,34277,34277,ON_TIME,0
R00000468,L0000189,C000169,2023-10-22,2023-10-22,46873,46873,ON_TIME,0
R00000469,L0000711,C000510,2026-08-28,2026-09-27,48305,48305,LATE,30
R00000470,L0000557,C000255,2026-08-04,2026-08-04,17941,17941,ON_TIME,0
R00000471,L0002491,C000578,2025-12-22,2025-12-22,28734,28734,ON_TIME,0
R00000472,L0000502,C000007,2026-04-28,2026-04-28,8168,8168,ON_TIME,0
R00000473,L0002232,C000300,2024-10-13,2024-10-13,32211,32211,ON_TIME,0
R00000474,L0001299,C000562,2026-08-09,2026-12-07,26020,6505,OVERDUE,120
R00000475,L0000984,C000028,2026-02-03,2026-02-03,13665,13665,ON_TIME,0
R00000476,L0000540,C000934,2025-08-22,2025-09-06,29159,29159,LATE,15
R00000477,L0000899,C000143,2023-09-20,2023-09-20,41104,41104,ON_TIME,0
R00000478,L0000120,C000004,2025-07-11,2025-07-11,28903,28903,ON_TIME,0
R00000479,L0000830,C000758,2026-06-08,2026-06-08,38736,38736,ON_TIME,0
R00000480,L0000679,C000220,2026-07-28,2026-07-28,7811,7811,ON_TIME,0
R00000481,L0001793,C000511,2026-06-22,2026-06-27,15845,15845,LATE,5
R00000482,L0001928,C000404,2023-12-06,2023-12-06,47202,47202,ON_TIME,0
R00000483,L0001934,C000154,2025-01-30,2025-02-14,44485,44485,LATE,15
R00000484,L0002482,C000535,2025-07-19,2025-07-24,40354,40354,LATE,5
R00000485,L0002079,C000198,2025-06-10,2025-06-10,36760,36760,ON_TIME,0
R00000486,L0001978,C000904,2024-11-15,2025-03-15,12924,6462,OVERDUE,120
R00000487,L0002022,C000052,2024-03-24,2024-03-24,15577,15577,ON_TIME,0
R00000488,L0002204,C000769,2026-08-08,2026-08-13,2849,2849,LATE,5
R00000489,L0001722,C000323,2025-11-30,2025-11-30,29919,29919,ON_TIME,0
R00000490,L0000134,C000153,2025-09-10,2026-01-08,24810,0,OVERDUE,120
R00000491,L0001729,C000110,2025-10-25,2025-11-09,47587,47587,LATE,15
R00000492,L0002158,C000906,2025-03-31,2025-03-31,27494,27494,ON_TIME,0
R00000493,L0000420,C000962,2025-11-28,2025-11-28,47288,47288,ON_TIME,0
R00000494,L0001250,C000409,2023-11-23,2023-11-23,9899,9899,ON_TIME,0
R00000495,L0002328,C000142,2024-08-30,2024-09-29,17864,17864,LATE,30
R00000496,L0000383,C000992,2023-11-28,2023-11-28,42233,42233,ON_TIME,0
R00000497,L0001406,C000810,2024-11-21,2024-12-21,23589,23589,LATE,30
R00000498,L0001904,C000211,2025-06-30,2025-06-30,4400,4400,ON_TIME,0
R00000499,L0002454,C000493,2025-12-22,2026-01-06,4975,4975,LATE,15
R00000500,L0002022,C000052,2025-08-14,2025-08-14,41456,41456,ON_TIME,0
R00000501,L0000572,C000589,2025-01-20,2025-02-19,17903,17903,LATE,30
R00000502,L0002157,C000878,2023-09-25,2023-09-25,12704,12704,ON_TIME,0
R00000503,L0001780,C000618,2025-05-17,2025-05-22,21389,21389,LATE,5
R00000504,L0001266,C000612,2024-07-15,2024-07-15,23817,23817,ON_TIME,0
R00000505,L0001149,C000228,2025-02-17,2025-02-17,24396,24396,ON_TIME,0
R00000506,L0002248,C000953,2024-01-22,2024-01-27,17362,17362,LATE,5
R00000507,L0002412,C000305,2026-02-21,2026-02-26,40403,40403,LATE,5
R00000508,L0000970,C000055,2023-10-26,2023-10-26,10104,10104,ON_TIME,0
R00000509,L0002053,C000190,2024-09-01,2024-09-01,20248,20248,ON_TIME,0
R00000510,L0000734,C000703,2026-08-23,2026-12-21,16275,8137,OVERDUE,120
R00000511,L0001810,C000288,2025-07-06,2025-07-11,11535,11535,LATE,5
R00000512,L0000135,C000761,2024-01-10,2024-03-10,24414,24414,LATE,60
R00000513,L0000460,C000377,2024-10-09,2024-10-09,19847,19847,ON_TIME,0
R00000514,L0001328,C000891,2024-07-18,2024-07-18,41334,41334,ON_TIME,0
R00000515,L0002186,C000463,2024-05-29,2024-06-13,14075,14075,LATE,15
R00000516,L0001863,C000046,2025-02-09,2025-02-09,6375,6375,ON_TIME,0
R00000517,L0002156,C000498,2025-01-11,2025-01-16,18650,18650,LATE,5
R00000518,L0000276,C000211,2023-12-23,2024-01-22,29588,29588,LATE,30
R00000519,L0000126,C000135,2026-05-16,2026-07-15,8966,8966,LATE,60
R00000520,L0000265,C000455,2026-05-15,2026-06-14,13940,13940,LATE,30
R00000521,L0002496,C000196,2024-02-14,2024-02-29,28595,28595,LATE,15
R00000522,L0000612,C000927,2023-10-30,2023-11-29,9963,9963,LATE,30
R00000523,L0002267,C000924,2025-10-01,2025-10-06,27897,27897,LATE,5
R00000524,L0000839,C000023,2025-07-19,2025-07-19,41205,41205,ON_TIME,0
R00000525,L0001103,C000815,2023-10-24,2023-10-24,18921,18921,ON_TIME,0
R00000526,L0000782,C000850,2026-03-25,2026-03-25,15625,15625,ON_TIME,0
R00000527,L0000276,C000211,2026-05-16,2026-05-31,38363,38363,LATE,15
R00000528,L0000974,C000337,2025-02-17,2025-02-17,17319,17319,ON_TIME,0
R00000529,L0000302,C000734,2024-10-09,2024-10-09,27533,27533,ON_TIME,0
R00000530,L0001769,C000190,2024-10-04,2024-10-04,5455,5455,ON_TIME,0
R00000531,L0001171,C000608,2024-03-02,2024-03-07,2568,2568,LATE,5
R00000532,L0001242,C000451,2025-09-21,2025-11-20,32821,32821,LATE,60
R00000533,L0001690,C000432,2024-09-21,2024-09-26,36164,36164,LATE,5
R00000534,L0000837,C000664,2025-02-27,2025-03-04,24129,24129,LATE,5
R00000535,L0001081,C000636,2023-12-10,2023-12-25,42747,42747,LATE,15
R00000536,L0001779,C000128,2025-02-16,2025-02-16,40479,40479,ON_TIME,0
R00000537,L0001257,C000370,2025-12-02,2025-12-02,45358,45358,ON_TIME,0
R00000538,L0001619,C000314,2024-09-18,2024-09-18,39964,39964,ON_TIME,0
R00000539,L0002396,C000850,2024-01-08,2024-01-08,10887,10887,ON_TIME,0
R00000540,L0002298,C000504,2026-04-06,2026-04-11,49800,49800,LATE,5
R00000541,L0000861,C000976,2026-05-06,2026-05-06,42060,42060,ON_TIME,0
R00000542,L0000875,C000325,2025-07-29,2025-08-03,13523,13523,LATE,5
R00000543,L0001439,C000725,2024-02-12,2024-02-27,32205,32205,LATE,15
R00000544,L0001385,C000210,2026-05-15,2026-05-15,14332,14332,ON_TIME,0
R00000545,L0000648,C000896,2025-08-10,2025-08-10,8091,8091,ON_TIME,0
R00000546,L0000176,C000514,2026-03-04,2026-03-04,35306,35306,ON_TIME,0
R00000547,L0001973,C000737,2024-03-28,2024-03-28,15513,15513,ON_TIME,0
R00000548,L0001233,C000623,2024-01-27,2024-01-27,42743,42743,ON_TIME,0
R00000549,L0002300,C000476,2023-12-20,2023-12-20,30101,30101,ON_TIME,0
R00000550,L0001615,C000237,2023-11-07,2023-11-07,33340,33340,ON_TIME,0
R00000551,L0000457,C000705,2025-04-25,2025-04-30,9931,9931,LATE,5
R00000552,L0001726,C000870,2025-01-15,2025-01-15,16834,16834,ON_TIME,0
R00000553,L0001854,C000207,2026-08-29,2026-09-13,2734,2734,LATE,15
R00000554,L0000312,C000179,2023-12-27,2024-01-11,13813,13813,LATE,15
R00000555,L0000996,C000055,2024-04-02,2024-04-02,44628,44628,ON_TIME,0
R00000556,L0001414,C000576,2023-12-22,2023-12-22,13189,13189,ON_TIME,0
R00000557,L0000306,C000045,2025-08-03,2025-08-18,19719,19719,LATE,15
R00000558,L0001816,C000972,2023-12-11,2023-12-11,42417,42417,ON_TIME,0
R00000559,L0001572,C000654,2024-12-28,2024-12-28,49306,49306,ON_TIME,0
R00000560,L0000677,C000116,2026-04-22,2026-04-22,6019,6019,ON_TIME,0
R00000561,L0000972,C000767,2026-05-16,2026-05-16,18097,18097,ON_TIME,0
R00000562,L0001560,C000978,2025-07-18,2025-07-18,17380,17380,ON_TIME,0
R00000563,L0000629,C000297,2023-12-28,2023-12-28,22220,22220,ON_TIME,0
R00000564,L0002461,C000320,2024-02-22,2024-04-22,8169,8169,LATE,60
R00000565,L0002288,C000599,2026-08-04,2026-10-03,8545,8545,LATE,60
R00000566,L0001246,C000907,2023-12-12,2023-12-17,22316,22316,LATE,5
R00000567,L0001128,C000154,2026-02-01,2026-02-01,13022,13022,ON_TIME,0
R00000568,L0001058,C000645,2023-12-07,2023-12-07,38224,38224,ON_TIME,0
R00000569,L0001804,C000492,2024-12-18,2025-01-17,19743,19743,LATE,30
R00000570,L0002252,C000682,2025-05-01,2025-05-01,45788,45788,ON_TIME,0
R00000571,L0001975,C000074,2025-06-01,2025-06-01,47424,47424,ON_TIME,0
R00000572,L0000504,C000832,2024-02-12,2024-02-12,26107,26107,ON_TIME,0
R00000573,L0000646,C000089,2026-05-02,2026-05-02,41382,41382,ON_TIME,0
R00000574,L0000628,C000680,2025-06-16,2025-06-16,28958,28958,ON_TIME,0
R00000575,L0000293,C000685,2024-09-13,2024-09-13,7954,7954,ON_TIME,0
R00000576,L0001605,C000257,2026-04-05,2026-04-05,35734,35734,ON_TIME,0
R00000577,L0002114,C000282,2026-07-07,2026-07-07,6268,6268,ON_TIME,0
R00000578,L0001716,C000246,2026-05-13,2026-09-10,29297,7324,OVERDUE,120
R00000579,L0001778,C000403,2023-10-03,2023-10-03,39745,39745,ON_TIME,0
R00000580,L0001161,C000039,2025-08-21,2025-08-21,22245,22245,ON_TIME,0
R00000581,L0001529,C000134,2025-05-05,2025-05-05,14609,14609,ON_TIME,0
R00000582,L0000806,C000884,2025-09-07,2025-09-12,42635,42635,LATE,5
R00000583,L0000980,C000257,2025-07-13,2025-07-28,14617,14617,LATE,15
R00000584,L0000883,C000113,2026-05-07,2026-05-07,22966,22966,ON_TIME,0
R00000585,L0001619,C000314,2026-05-05,2026-05-05,43699,43699,ON_TIME,0
R00000586,L0002030,C000790,2024-02-21,2024-02-21,23285,23285,ON_TIME,0
R00000587,L0001187,C000945,2025-02-25,2025-06-25,46851,23425,OVERDUE,120
R00000588,L0001467,C000556,2026-06-24,2026-06-29,35329,35329,LATE,5
R00000589,L0002279,C000756,2026-08-01,2026-09-30,13736,13736,LATE,60
R00000590,L0001149,C000228,2023-10-27,2023-10-27,6986,6986,ON_TIME,0
R00000591,L0001305,C000758,2025-08-22,2025-08-27,6626,6626,LATE,5
R00000592,L0000026,C000540,2025-11-28,2025-11-28,15083,15083,ON_TIME,0
R00000593,L0002412,C000305,2025-02-07,2025-02-07,22940,22940,ON_TIME,0
R00000594,L0001715,C000987,2026-03-18,2026-03-23,13877,13877,LATE,5
R00000595,L0000347,C000772,2024-07-12,2024-07-27,40904,40904,LATE,15
R00000596,L0001157,C000977,2024-03-02,2024-06-30,4309,2154,OVERDUE,120
R00000597,L0001791,C000477,2024-02-23,2024-05-23,17850,4462,OVERDUE,90
R00000598,L0002052,C000719,2023-10-06,2023-10-06,27008,27008,ON_TIME,0
R00000599,L0001142,C000286,2026-03-29,2026-03-29,45513,45513,ON_TIME,0
R00000600,L0000773,C000036,2023-12-30,2024-03-29,29749,14874,OVERDUE,90
R00000601,L0001772,C000131,2026-03-26,2026-03-26,13002,13002,ON_TIME,0
R00000602,L0001725,C000098,2024-07-13,2024-07-18,17317,17317,LATE,5
R00000603,L0001868,C000336,2026-02-23,2026-02-23,27147,27147,ON_TIME,0
R00000604,L0001417,C000952,2024-03-30,2024-03-30,18387,18387,ON_TIME,0
R00000605,L0001494,C000378,2026-06-03,2026-06-03,6287,6287,ON_TIME,0
R00000606,L0001004,C000380,2025-11-15,2025-11-20,37505,37505,LATE,5
R00000607,L0000773,C000036,2024-10-19,2024-11-03,14574,14574,LATE,15
R00000608,L0001536,C000749,2025-03-22,2025-03-27,3064,3064,LATE,5
R00000609,L0001533,C000373,2025-07-02,2025-08-01,17105,17105,LATE,30
R00000610,L0001653,C000829,2025-10-03,2025-10-18,22024,22024,LATE,15
R00000611,L0002253,C000431,2026-05-08,2026-05-08,44841,44841,ON_TIME,0
R00000612,L0002422,C000853,2025-08-07,2025-08-12,11751,11751,LATE,5
R00000613,L0002095,C000513,2024-07-01,2024-07-01,26808,26808,ON_TIME,0
R00000614,L0001278,C000868,2024-09-28,2024-09-28,13644,13644,ON_TIME,0
R00000615,L0002258,C000551,2024-04-17,2024-04-17,14309,14309,ON_TIME,0
R00000616,L0000457,C000705,2023-11-24,2023-11-24,14538,14538,ON_TIME,0
R00000617,L0002123,C000818,2023-12-19,2023-12-19,21654,21654,ON_TIME,0
R00000618,L0001155,C000493,2024-04-02,2024-04-07,37310,37310,LATE,5
R00000619,L0000305,C000494,2025-01-13,2025-01-18,17606,17606,LATE,5
R00000620,L0001740,C000448,2026-03-13,2026-03-13,32974,32974,ON_TIME,0
R00000621,L0001277,C000693,2025-07-25,2025-07-25,36525,36525,ON_TIME,0
R00000622,L0001187,C000945,2025-11-22,2025-11-22,42127,42127,ON_TIME,0
R00000623,L0001599,C000499,2026-06-25,2026-06-25,4443,4443,ON_TIME,0
R00000624,L0001735,C000474,2025-03-25,2025-03-25,25722,25722,ON_TIME,0
R00000625,L0001931,C000218,2025-01-12,2025-02-11,13516,13516,LATE,30
R00000626,L0000506,C000387,2026-03-11,2026-03-11,49674,49674,ON_TIME,0
R00000627,L0001178,C000716,2026-01-04,2026-01-09,27147,27147,LATE,5
R00000628,L0001909,C000833,2024-04-30,2024-07-29,10752,5376,OVERDUE,90
R00000629,L0000509,C000301,2024-05-02,2024-05-02,3364,3364,ON_TIME,0
R00000630,L0000638,C000633,2025-09-15,2025-09-15,15382,15382,ON_TIME,0
R00000631,L0002076,C000985,2025-01-08,2025-01-08,3422,3422,ON_TIME,0
R00000632,L0002173,C000756,2026-04-11,2026-04-16,24766,24766,LATE,5
R00000633,L0001082,C000059,2025-03-02,2025-03-02,38663,38663,ON_TIME,0
R00000634,L0000583,C000967,2024-12-12,2024-12-17,36279,36279,LATE,5
R00000635,L0001080,C000162,2025-04-11,2025-05-11,26459,26459,LATE,30
R00000636,L0001730,C000025,2023-09-29,2023-10-04,33431,33431,LATE,5
R00000637,L0002259,C000257,2025-11-29,2025-12-29,2541,2541,LATE,30
R00000638,L0000907,C000284,2026-03-16,2026-03-16,29978,29978,ON_TIME,0
R00000639,L0001719,C000904,2026-07-04,2026-08-03,41652,41652,LATE,30
R00000640,L0000556,C000443,2026-08-05,2026-09-04,29652,29652,LATE,30
R00000641,L0001611,C000556,2024-04-28,2024-04-28,15731,15731,ON_TIME,0
R00000642,L0001757,C000946,2023-12-15,2023-12-15,8299,8299,ON_TIME,0
R00000643,L0000322,C000304,2024-09-19,2024-10-19,32823,32823,LATE,30
R00000644,L0002114,C000282,2025-11-12,2025-11-12,4936,4936,ON_TIME,0
R00000645,L0000997,C000657,2026-02-02,2026-02-02,10165,10165,ON_TIME,0
