credit_id,customer_id,credit_score,total_accounts,active_accounts,overdue_accounts,credit_utilization,record_date
CR0001923,C000501,900,13,4,4,0.84,2025-05-17
CR0001924,C000371,814,13,2,5,0.11,2025-05-29
CR0001925,C000359,829,5,9,3,0.53,2026-06-24
CR0001926,C000691,714,7,4,0,0.36,2025-12-13
CR0001927,C000342,400,14,1,0,0.21,2026-04-11
CR0001928,C000991,464,14,5,2,0.23,2025-07-15
CR0001929,C000139,585,2,2,1,0.83,2026-06-03
CR0001930,C000154,421,12,6,0,0.33,2026-04-20
CR0001931,C000334,840,7,0,1,0.5,2026-04-16
CR0001932,C000222,402,12,10,4,0.4,2025-03-18
CR0001933,C000828,359,4,2,0,0.95,2026-09-12
CR0001934,C000755,506,2,9,3,0.55,2025-08-10
CR0001935,C000234,350,2,1,2,0.08,2025-03-04
CR0001936,C000967,313,4,4,3,0.78,2025-01-06
CR0001937,C000243,546,2,7,5,0.14,2024-12-07
CR0001938,C000550,777,13,10,4,0.42,2025-01-30
CR0001939,C000712,407,15,10,3,0.85,2025-03-01
CR0001940,C000144,459,13,5,5,0.69,2025-04-17
CR0001941,C000260,352,12,8,2,0.14,2025-08-23
CR0001942,C000150,591,14,10,3,0.79,2025-07-30
CR0001943,C000175,636,14,5,0,0.62,2025-04-01
CR0001944,C000633,378,4,7,2,0.25,2026-07-18
CR0001945,C000997,842,3,1,0,0.48,2025-12-17
CR0001946,C000913,470,9,8,5,0.83,2024-10-29
CR0001947,C000212,754,9,0,3,0.17,2025-10-01
CR0001948,C000056,779,10,0,5,0.25,2025-11-04
CR0001949,C000590,414,7,1,3,0.07,2025-07-04
CR0001950,C000417,824,2,9,3,0.93,2026-03-13
CR0001951,C000913,458,3,3,5,0.59,2024-12-12
CR0001952,C000055,693,5,7,3,0.75,2025-05-19
CR0001953,C000907,848,4,7,2,0.8,2025-11-13
CR0001954,C000736,341,8,6,4,0.83,2025-08-11
CR0001955,C000875,307,3,4,4,0.06,2025-09-19
CR0001956,C000648,862,6,5,3,0.83,2026-02-28
CR0001957,C000017,812,1,0,1,0.64,2025-03-26
CR0001958,C000640,600,4,2,1,0.84,2025-04-19
CR0001959,C000964,490,3,1,3,0.58,2026-07-31
CR0001960,C000484,693,10,10,3,0.55,2026-05-18
CR0001961,C000154,766,5,6,5,0.47,2026-09-13
CR0001962,C000880,698,13,7,5,0.66,2025-01-06
CR0001963,C000590,367,7,9,5,0.16,2025-06-24
CR0001964,C000874,891,14,5,5,0.72,2025-09-20
CR0001965,C000218,445,2,5,0,0.71,2026-03-25
CR0001966,C000856,716,15,4,1,0.4,2025-06-28
CR0001967,C000574,304,8,0,1,0.23,2026-06-15
CR0001968,C000925,347,14,10,4,0.74,2025-05-13
CR0001969,C000024,460,5,3,5,0.72,2024-10-02
CR0001970,C000785,415,10,8,1,0.57,2026-01-30
CR0001971,C000679,595,9,4,4,0.11,2026-08-20
CR0001972,C000872,324,1,4,0,0.71,2025-12-30
CR0001973,C000393,376,14,0,2,0.82,2024-10-13
CR0001974,C000545,347,3,1,2,0.87,2026-07-01
CR0001975,C000798,686,8,5,5,0.55,2026-04-13
CR0001976,C000212,697,12,4,3,0.69,2026-02-12
CR0001977,C000133,550,4,10,4,0.83,2026-05-29
CR0001978,C000758,538,5,8,0,0.13,2026-09-16
CR0001979,C000689,633,1,1,2,0.87,2024-10-28
CR0001980,C000212,730,5,2,3,0.51,2026-03-06
CR0001981,C000728,899,13,6,0,0.34,2026-08-29
CR0001982,C000053,552,9,5,2,0.72,2026-05-21
CR0001983,C000006,413,3,8,0,0.87,2026-02-19
CR0001984,C000371,804,6,1,1,0.26,2025-03-21
CR0001985,C000448,681,13,9,3,0.51,2025-03-31
CR0001986,C000862,649,6,4,1,0.39,2025-11-19
CR0001987,C000832,346,13,10,4,0.47,2025-07-11
CR0001988,C000407,532,12,6,0,0.19,2025-05-14
CR0001989,C000224,599,7,5,2,0.43,2026-01-25
CR0001990,C000236,773,8,2,0,0.37,2026-03-14
CR0001991,C000237,752,2,0,3,0.23,2025-06-24
CR0001992,C000953,812,8,1,2,0.4,2026-08-18
CR0001993,C000463,569,13,10,3,0.53,2026-06-08
CR0001994,C000331,535,8,10,5,0.11,2026-03-02
CR0001995,C000457,400,8,5,2,0.93,2024-12-19
CR0001996,C000794,842,1,2,3,0.32,2025-11-05
CR0001997,C000637,374,14,4,4,0.81,2026-07-21
CR0001998,C000851,770,11,2,3,0.09,2025-03-18
CR0001999,C000764,876,3,5,2,0.74,2026-07-14
CR0002000,C000598,703,11,8,3,0.93,2025-08-25
CR0002001,C000360,761,3,8,4,0.8,2025-07-14
CR0002002,C000656,346,8,6,3,0.28,2024-09-22
CR0002003,C000462,310,8,10,3,0.66,2026-08-23
CR0002004,C000522,447,8,1,5,0.24,2025-07-18
CR0002005,C000080,646,4,8,3,0.48,2026-09-06
CR0002006,C000067,441,6,9,1,0.25,2026-08-29
CR0002007,C000041,841,7,8,3,0.6,2025-04-02
CR0002008,C000913,716,15,10,5,0.08,2025-05-07
CR0002009,C000149,569,9,8,3,0.58,2024-11-25
CR0002010,C000652,539,3,0,5,0.35,2026-09-13
CR0002011,C000485,679,13,3,2,0.06,2026-06-17
CR0002012,C000349,326,11,8,4,0.74,2026-04-26
CR0002013,C000610,785,4,9,3,0.72,2025-03-17
CR0002014,C000106,635,10,7,3,0.91,2025-05-05
CR0002015,C000322,309,6,3,5,0.64,2025-02-26
CR0002016,C000820,629,7,7,0,0.71,2026-07-15
CR0002017,C000800,812,10,7,3,0.69,2026-08-08
CR0002018,C000089,652,5,2,3,0.82,2025-01-18
CR0002019,C000797,900,12,0,1,0.8,2026-08-28
CR0002020,C000249,839,5,2,1,0.48,2025-08-22
CR0002021,C000595,712,12,2,3,0.71,2026-01-19
CR0002022,C000354,484,1,2,1,0.9,2025-05-20
CR0002023,C000166,450,8,1,0,0.74,2026-07-31
CR0002024,C000084,775,14,5,5,0.85,2026-06-08
CR0002025,C000984,736,10,1,3,0.15,2026-05-04
CR0002026,C000779,468,1,4,1,0.61,2026-01-29
CR0002027,C000231,856,6,1,2,0.29,2025-07-28
CR0002028,C000939,865,7,9,4,0.26,2026-05-22
CR0002029,C000064,683,3,1,3,0.91,2024-10-12
CR0002030,C000067,308,4,9,1,0.22,2025-04-16
CR0002031,C000552,484,12,6,4,0.77,2026-07-20
CR0002032,C000148,314,2,4,1,0.66,2024-11-17
CR0002033,C000581,575,8,1,0,0.43,2026-06-17
CR0002034,C000496,325,14,1,3,0.47,2026-05-14
CR0002035,C000496,319,15,3,0,0.41,2026-09-16
CR0002036,C000201,498,8,0,2,0.67,2025-10-02
CR0002037,C000844,333,5,9,1,0.24,2025-09-16
CR0002038,C000638,723,14,7,1,0.28,2026-04-11
CR0002039,C000427,586,7,9,1,0.82,2025-08-02
CR0002040,C000685,751,3,9,2,0.75,2026-09-05
CR0002041,C000767,743,4,8,0,0.54,2026-07-01
CR0002042,C000638,876,1,6,2,0.28,2025-06-01
CR0002043,C000597,460,15,5,4,0.71,2026-03-27
CR0002044,C000689,863,6,1,5,0.59,2025-08-10
CR0002045,C000971,530,3,7,5,0.19,2026-07-29
CR0002046,C000646,805,3,8,0,0.19,2026-08-30
CR0002047,C000329,886,2,6,1,0.36,2026-06-15
CR0002048,C000870,348,5,9,3,0.1,2024-12-02
CR0002049,C000128,740,12,6,3,0.41,2026-06-18
CR0002050,C000272,639,14,2,3,0.83,2025-01-18
CR0002051,C000408,866,11,4,2,0.93,2026-03-12
CR0002052,C000709,800,5,9,5,0.61,2025-04-06
CR0002053,C000336,682,1,7,5,0.05,2025-10-14
CR0002054,C000245,859,7,4,0,0.43,2024-11-06
CR0002055,C000560,807,6,6,0,0.2,2025-06-16
CR0002056,C000590,858,1,10,5,0.88,2025-08-08
CR0002057,C000123,878,14,2,4,0.09,2025-12-27
CR0002058,C000947,490,13,1,2,0.75,2026-04-05
CR0002059,C000289,606,15,3,4,0.08,2026-06-09
CR0002060,C000702,565,9,9,0,0.58,2025-11-15
CR0002061,C000052,477,15,2,2,0.91,2026-04-12
CR0002062,C000669,553,4,2,0,0.91,2025-05-27
CR0002063,C000806,550,6,1,0,0.19,2025-09-03
CR0002064,C000349,683,15,10,2,0.36,2026-03-09
CR0002065,C000904,360,2,9,5,0.25,2024-10-07
CR0002066,C000932,645,5,5,5,0.66,2026-04-30
CR0002067,C000794,334,4,6,4,0.5,2024-10-26
CR0002068,C000343,867,13,8,2,0.68,2026-01-27
CR0002069,C000322,513,10,3,1,0.22,2026-01-27
CR0002070,C000846,466,5,3,3,0.88,2025-02-05
CR0002071,C000298,736,3,0,4,0.07,2026-01-18
CR0002072,C000944,877,12,8,5,0.26,2025-08-26
CR0002073,C000803,429,14,4,2,0.13,2026-05-23
CR0002074,C000185,893,1,7,2,0.73,2026-01-26
CR0002075,C000292,702,6,9,4,0.6,2024-12-30
CR0002076,C000580,357,2,2,1,0.92,2024-09-18
CR0002077,C000886,711,4,1,3,0.46,2025-07-24
CR0002078,C000132,680,5,2,0,0.87,2025-02-18
CR0002079,C000702,693,3,9,2,0.63,2026-01-17
CR0002080,C000501,879,4,7,2,0.61,2025-05-11
CR0002081,C000315,400,10,2,1,0.41,2025-05-17
CR0002082,C000501,377,12,3,0,0.48,2025-12-07
CR0002083,C000196,537,12,6,1,0.9,2024-11-18
CR0002084,C000910,580,8,5,1,0.65,2024-12-11
CR0002085,C000700,820,11,6,2,0.39,2025-01-16
CR0002086,C000145,445,12,0,4,0.43,2025-03-28
CR0002087,C000312,759,13,3,0,0.05,2025-10-22
CR0002088,C000488,462,11,8,2,0.33,2026-03-24
CR0002089,C000847,440,5,0,1,0.2,2026-05-05
CR0002090,C000690,408,2,5,5,0.26,2026-06-23
CR0002091,C000856,639,6,0,2,0.13,2026-02-02
CR0002092,C000128,514,12,2,0,0.57,2026-05-01
CR0002093,C000881,407,5,3,5,0.81,2024-12-26
CR0002094,C000074,829,14,7,3,0.88,2026-07-05
CR0002095,C000918,772,11,2,2,0.47,2025-12-21
CR0002096,C000004,429,6,4,1,0.19,2026-03-02
CR0002097,C000724,395,9,8,1,0.69,2025-07-31
CR0002098,C000881,560,11,10,2,0.68,2026-05-24
CR0002099,C000173,852,13,1,4,0.21,2026-09-15
CR0002100,C000249,307,5,8,3,0.49,2025-05-22
CR0002101,C000879,741,8,10,3,0.8,2025-09-01
CR0002102,C000745,503,4,3,1,0.58,2025-09-22
CR0002103,C000795,871,7,5,0,0.37,2026-07-26
CR0002104,C000650,358,3,5,3,0.69,2026-04-10
CR0002105,C000904,596,7,4,0,0.85,2024-12-28
CR0002106,C000337,641,11,8,2,0.71,2025-04-06
CR0002107,C000272,843,4,8,1,0.93,2025-01-28
CR0002108,C000665,628,12,6,5,0.76,2026-03-03
CR0002109,C000336,438,7,2,0,0.72,2025-12-20
CR0002110,C000363,572,7,7,1,0.64,2026-06-20
CR0002111,C000216,472,6,4,1,0.83,2025-05-28
CR0002112,C000950,626,12,5,0,0.76,2026-05-30
CR0002113,C000522,701,3,8,1,0.21,2025-04-22
CR0002114,C000401,658,1,1,4,0.22,2025-02-17
CR0002115,C000481,715,3,4,3,0.2,2024-11-20
CR0002116,C000764,721,4,9,2,0.84,2025-08-03
CR0002117,C000536,313,2,2,1,0.27,2025-06-28
CR0002118,C000933,580,2,4,4,0.57,2025-02-04
CR0002119,C000226,311,13,0,4,0.68,2025-07-18
CR0002120,C000794,727,7,2,5,0.45,2026-07-28
CR0002121,C000205,437,7,6,0,0.29,2025-07-06
CR0002122,C000171,650,14,0,4,0.38,2026-06-26
CR0002123,C000305,498,3,1,3,0.8,2026-08-03
CR0002124,C000057,340,1,3,4,0.12,2025-12-03
CR0002125,C000539,386,10,3,1,0.38,2025-03-09
CR0002126,C000656,505,9,9,1,0.17,2024-10-02
CR0002127,C000910,605,14,7,0,0.13,2024-10-03
CR0002128,C000831,527,7,0,5,0.09,2026-09-03
CR0002129,C000762,321,15,8,1,0.47,2025-11-23
CR0002130,C000340,338,6,6,2,0.41,2026-01-31
CR0002131,C000047,728,14,0,3,0.93,2026-01-04
CR0002132,C000639,432,7,4,1,0.69,2026-01-15
CR0002133,C000275,662,1,0,4,0.34,2025-03-12
CR0002134,C000088,774,3,3,2,0.43,2026-08-21
CR0002135,C000445,755,14,6,5,0.18,2024-11-24
CR0002136,C000748,528,11,1,1,0.93,2025-09-10
CR0002137,C000792,502,13,6,0,0.06,2025-02-16
CR0002138,C000141,565,5,1,3,0.32,2025-04-07
CR0002139,C000653,504,12,1,3,0.36,2026-03-14
CR0002140,C000905,594,2,3,3,0.21,2026-07-09
CR0002141,C000150,781,11,6,4,0.38,2025-01-25
CR0002142,C000683,730,15,0,3,0.82,2024-10-24
CR0002143,C000463,513,13,4,4,0.31,2025-07-24
CR0002144,C000540,346,14,4,3,0.78,2026-01-09
CR0002145,C000340,784,6,5,0,0.51,2025-08-15
CR0002146,C000968,751,1,1,3,0.61,2025-12-26
CR0002147,C000655,878,4,2,2,0.68,2025-04-06
CR0002148,C000225,342,15,2,2,0.55,2025-01-09
CR0002149,C000959,755,5,4,2,0.12,2024-11-24
CR0002150,C000949,808,3,3,2,0.36,2025-06-28
CR0002151,C000117,643,13,3,4,0.79,2025-01-26
CR0002152,C000913,886,5,7,4,0.73,2025-11-30
CR0002153,C000427,311,3,5,2,0.75,2024-12-16
CR0002154,C000519,678,12,3,3,0.81,2024-09-26
CR0002155,C000814,440,7,8,4,0.09,2026-03-28
CR0002156,C000192,778,3,3,4,0.44,2025-10-29
CR0002157,C000891,572,2,10,0,0.93,2025-08-19
CR0002158,C000844,303,10,5,1,0.5,2026-05-09
CR0002159,C000741,645,11,5,3,0.72,2026-08-31
CR0002160,C000904,574,3,1,3,0.7,2026-09-07
CR0002161,C000090,540,6,9,4,0.06,2025-09-03
CR0002162,C000081,333,10,3,3,0.53,2026-06-20
CR0002163,C000990,568,11,6,0,0.32,2026-02-21
CR0002164,C000996,720,12,1,2,0.25,2025-10-04
CR0002165,C000540,817,15,8,2,0.3,2024-12-17
CR0002166,C000958,768,1,6,5,0.39,2025-03-09
CR0002167,C000169,855,13,7,5,0.92,2026-03-24
CR0002168,C000791,659,15,6,2,0.86,2025-02-20
CR0002169,C000203,778,3,10,3,0.73,2025-02-11
CR0002170,C000696,713,9,1,2,0.64,2026-07-17
CR0002171,C000615,389,9,5,4,0.72,2026-06-09
CR0002172,C000796,884,1,0,1,0.46,2026-05-16
CR0002173,C000370,470,10,1,0,0.75,2025-04-10
CR0002174,C000920,615,6,0,5,0.46,2025-04-27
CR0002175,C000267,875,7,0,2,0.93,2026-04-18
CR0002176,C000692,672,7,6,0,0.35,2025-10-04
CR0002177,C000188,337,4,3,3,0.29,2025-07-09
CR0002178,C000323,735,10,8,1,0.24,2024-12-26
CR0002179,C000722,705,8,10,3,0.65,2025-08-17
CR0002180,C000975,322,14,6,3,0.68,2026-07-13
CR0002181,C000599,423,9,2,1,0.71,2025-02-23
CR0002182,C000079,730,7,7,4,0.63,2025-12-26
CR0002183,C000538,383,10,0,4,0.46,2025-03-02
CR0002184,C000336,819,7,5,1,0.5,2026-06-18
CR0002185,C000938,637,11,9,0,0.4,2025-04-23
CR0002186,C000511,510,10,6,1,0.32,2026-04-03
CR0002187,C000124,473,12,8,5,0.61,2026-02-23
CR0002188,C000860,815,13,7,3,0.07,2025-02-10
CR0002189,C000672,622,13,10,2,0.81,2025-08-06
CR0002190,C000873,609,10,2,1,0.8,2025-02-03
CR0002191,C000364,766,1,4,5,0.82,2025-07-30
CR0002192,C000177,732,13,1,4,0.83,2026-05-24
CR0002193,C000291,753,1,6,3,0.24,2025-01-07
CR0002194,C000045,362,13,1,3,0.74,2024-10-08
CR0002195,C000005,891,15,10,0,0.48,2025-04-29
CR0002196,C000074,894,10,2,4,0.81,2025-04-07
CR0002197,C000481,382,11,9,4,0.89,2025-03-17
CR0002198,C000901,802,2,8,1,0.43,2026-01-08
CR0002199,C000512,630,15,3,1,0.47,2025-09-01
CR0002200,C000541,768,12,0,4,0.43,2026-08-21
CR0002201,C000482,615,10,4,1,0.41,2025-03-27
CR0002202,C000364,598,3,0,1,0.7,2025-06-30
CR0002203,C000109,848,11,10,1,0.93,2025-12-12
CR0002204,C000541,389,11,3,2,0.32,2026-03-01
CR0002205,C000603,319,2,4,2,0.75,2026-01-31
CR0002206,C000981,728,8,0,3,0.59,2025-09-06
CR0002207,C000701,365,10,5,4,0.45,2024-11-21
CR0002208,C000105,302,6,4,4,0.53,2024-09-24
CR0002209,C000231,578,4,8,4,0.72,2025-09-15
CR0002210,C000717,584,11,3,0,0.68,2024-12-28
CR0002211,C000384,377,8,8,0,0.42,2026-07-24
CR0002212,C000917,814,14,0,3,0.62,2025-05-25
CR0002213,C000410,577,11,3,5,0.15,2026-03-08
CR0002214,C000805,840,10,0,0,0.39,2025-07-21
CR0002215,C000603,558,15,9,5,0.64,2026-03-03
CR0002216,C000636,823,2,5,0,0.23,2025-02-27
CR0002217,C000026,759,13,0,0,0.48,2026-03-24
CR0002218,C000216,459,7,10,2,0.09,2025-07-10
CR0002219,C000367,349,4,0,4,0.62,2026-03-20
CR0002220,C000049,332,9,10,0,0.46,2025-08-10
CR0002221,C000305,711,3,8,1,0.59,2026-04-10
CR0002222,C000822,724,9,2,5,0.83,2025-12-23
CR0002223,C000444,603,14,4,4,0.34,2025-04-03
CR0002224,C000629,330,11,0,3,0.18,2024-11-11
CR0002225,C000626,819,11,9,2,0.91,2024-11-29
CR0002226,C000362,488,11,10,3,0.62,2025-11-22
CR0002227,C000237,390,2,6,4,0.05,2024-10-31
CR0002228,C000144,415,12,9,3,0.82,2024-10-26
CR0002229,C000392,475,13,7,3,0.4,2025-06-01
CR0002230,C000289,315,9,0,4,0.17,2026-09-09
CR0002231,C000632,317,4,9,0,0.46,2025-03-17
CR0002232,C000140,479,15,6,1,0.66,2025-09-16
CR0002233,C000156,570,5,4,1,0.34,2026-08-22
CR0002234,C000925,690,11,10,1,0.63,2025-06-18
CR0002235,C000394,642,9,10,3,0.86,2025-12-30
CR0002236,C000503,383,3,0,5,0.72,2026-09-15
CR0002237,C000668,446,5,2,5,0.84,2026-02-19
CR0002238,C000567,520,7,9,0,0.58,2026-06-01
CR0002239,C000965,459,4,7,2,0.27,2025-12-24
CR0002240,C000792,487,9,4,4,0.46,2026-03-21
CR0002241,C000752,360,4,9,3,0.63,2026-04-20
CR0002242,C000687,759,1,2,2,0.27,2026-06-07
CR0002243,C000123,625,3,4,0,0.37,2024-10-21
CR0002244,C000374,527,12,6,2,0.5,2024-09-20
CR0002245,C000853,381,12,8,3,0.76,2025-04-01
CR0002246,C000423,585,11,0,1,0.84,2025-10-12
CR0002247,C000709,578,14,8,4,0.18,2026-01-10
CR0002248,C000916,660,14,9,3,0.95,2025-07-08
CR0002249,C000073,554,9,5,2,0.9,2025-05-08
CR0002250,C000144,709,7,2,1,0.91,2025-07-19
CR0002251,C000942,536,7,0,3,0.41,2026-02-19
CR0002252,C000295,774,10,9,4,0.42,2025-07-01
CR0002253,C000182,899,2,2,2,0.57,2024-12-27
CR0002254,C000810,880,14,7,5,0.86,2026-08-10
CR0002255,C000730,438,12,0,2,0.22,2025-11-24
CR0002256,C000138,837,7,2,1,0.92,2024-10-17
CR0002257,C000449,877,10,2,0,0.4,2025-12-10
CR0002258,C000366,707,2,7,4,0.58,2025-02-02
CR0002259,C000811,481,4,5,3,0.6,2025-04-06
CR0002260,C000986,458,10,9,5,0.54,2025-01-25
CR0002261,C000558,520,6,8,5,0.48,2025-10-12
CR0002262,C000141,709,9,8,3,0.69,2025-10-03
CR0002263,C000787,761,10,2,2,0.87,2026-09-08
CR0002264,C000953,744,1,4,0,0.27,2025-06-06
CR0002265,C000840,837,3,0,4,0.9,2026-07-29
CR0002266,C000384,557,15,9,1,0.14,2025-09-14
CR0002267,C000975,504,10,8,5,0.22,2024-12-27
CR0002268,C000297,386,3,2,3,0.06,2024-11-24
CR0002269,C000724,304,15,1,2,0.32,2025-05-20
CR0002270,C000046,777,15,6,1,0.81,2026-03-21
CR0002271,C000826,368,13,4,5,0.64,2025-11-01
CR0002272,C000786,532,14,0,2,0.71,2025-08-18
CR0002273,C000525,877,2,3,2,0.16,2025-01-04
CR0002274,C000520,509,9,9,3,0.34,2025-04-06
CR0002275,C000347,856,8,2,0,0.58,2024-12-15
CR0002276,C000109,853,7,10,2,0.8,2025-05-17
CR0002277,C000488,692,5,2,5,0.76,2024-10-20
CR0002278,C000932,438,5,0,2,0.61,2024-12-24
CR0002279,C000387,454,1,8,1,0.26,2025-10-08
CR0002280,C000286,537,1,9,3,0.94,2026-07-25
CR0002281,C000821,738,10,1,4,0.9,2026-06-26
CR0002282,C000877,872,15,9,3,0.16,2025-04-22
CR0002283,C000047,882,14,8,0,0.63,2026-04-19
CR0002284,C000499,678,7,8,1,0.84,2025-06-23
CR0002285,C000175,387,8,10,2,0.27,2026-09-05
CR0002286,C000643,302,8,9,3,0.42,2025-08-16
CR0002287,C000340,838,7,9,2,0.93,2025-04-23
CR0002288,C000843,456,13,10,5,0.63,2026-08-18
CR0002289,C000479,597,14,0,2,0.27,2026-07-29
CR0002290,C000260,614,8,4,0,0.69,2025-04-08
CR0002291,C000290,625,4,1,5,0.22,2026-01-05
CR0002292,C000271,623,14,6,0,0.06,2026-06-22
CR0002293,C000137,808,8,7,1,0.63,2026-04-30
CR0002294,C000350,375,8,5,0,0.25,2026-09-05
CR0002295,C000564,388,13,9,5,0.21,2025-04-08
CR0002296,C000715,346,3,5,4,0.72,2025-10-22
CR0002297,C000918,897,10,1,4,0.23,2025-05-17
CR0002298,C000478,795,4,3,3,0.09,2025-08-20
CR0002299,C000641,605,12,2,2,0.82,2026-08-10
CR0002300,C000636,617,5,7,2,0.54,2025-01-22
CR0002301,C000181,300,13,4,3,0.44,2025-05-19
CR0002302,C000210,754,12,8,3,0.83,2026-04-11
CR0002303,C000414,530,6,1,0,0.67,2025-10-02
CR0002304,C000321,781,7,5,0,0.75,2026-05-02
CR0002305,C000154,373,13,7,5,0.08,2025-01-11
CR0002306,C000817,870,14,5,0,0.48,2025-11-21
CR0002307,C000995,544,11,2,4,0.58,2026-07-10
CR0002308,C000467,380,5,5,3,0.22,2026-09-02
CR0002309,C000521,561,1,9,0,0.55,2026-02-08
CR0002310,C000352,662,9,0,2,0.36,2026-01-23
CR0002311,C000687,380,12,1,2,0.86,2026-05-28
CR0002312,C000265,762,5,4,5,0.77,2025-08-23
CR0002313,C000348,701,11,5,1,0.59,2024-10-27
CR0002314,C000318,419,15,6,0,0.63,2025-02-09
CR0002315,C000479,784,1,0,2,0.06,2025-01-09
CR0002316,C000472,551,15,0,5,0.33,2024-10-28
CR0002317,C000820,619,2,8,2,0.94,2025-03-13
CR0002318,C000550,554,10,8,1,0.21,2025-02-05
CR0002319,C000017,852,1,10,1,0.58,2024-10-13
CR0002320,C000687,703,13,2,5,0.71,2025-09-16
CR0002321,C000312,544,9,5,4,0.55,2025-04-06
CR0002322,C000014,585,11,0,5,0.45,2025-01-21
CR0002323,C000023,853,1,2,3,0.34,2026-03-18
CR0002324,C000251,646,2,6,2,0.67,2025-09-13
CR0002325,C000509,511,14,3,5,0.26,2025-08-20
CR0002326,C000335,727,3,3,0,0.89,2024-12-15
CR0002327,C000259,779,5,4,0,0.5,2026-08-12
CR0002328,C000862,819,15,0,3,0.49,2026-09-06
CR0002329,C000458,817,12,9,4,0.48,2025-10-05
CR0002330,C000736,343,10,2,0,0.93,2024-10-17
CR0002331,C000834,420,10,9,0,0.54,2025-08-24
CR0002332,C000732,588,14,3,0,0.13,2025-06-19
CR0002333,C000796,448,13,6,3,0.14,2026-03-20
CR0002334,C000078,643,9,4,4,0.35,2025-11-25
CR0002335,C000379,348,6,2,3,0.27,2025-09-27
CR0002336,C000780,422,2,9,5,0.41,2025-09-06
CR0002337,C000535,602,8,10,5,0.94,2025-10-03
CR0002338,C000703,450,1,5,1,0.59,2024-12-12
CR0002339,C000782,781,11,0,3,0.48,2026-07-04
CR0002340,C000405,579,6,4,2,0.48,2026-03-29
CR0002341,C000292,358,14,8,5,0.85,2026-07-21
CR0002342,C000353,440,15,10,1,0.12,2025-01-08
CR0002343,C000511,365,5,6,5,0.12,2024-12-21
CR0002344,C000011,886,6,3,4,0.3,2025-06-14
CR0002345,C000986,797,13,6,3,0.17,2024-11-27
CR0002346,C000067,717,3,3,2,0.68,2025-02-21
CR0002347,C000995,890,7,0,2,0.26,2026-07-22
CR0002348,C000101,313,3,6,0,0.72,2025-04-24
CR0002349,C000347,608,1,2,2,0.49,2025-02-03
CR0002350,C000747,868,15,7,0,0.24,2026-06-26
CR0002351,C000395,697,9,6,0,0.35,2025-01-24
CR0002352,C000047,353,7,3,0,0.41,2026-04-21
CR0002353,C000756,544,7,0,2,0.09,2025-10-16
CR0002354,C000738,843,15,10,0,0.63,2026-06-16
CR0002355,C000975,739,5,0,4,0.54,2025-04-15
CR0002356,C000791,423,1,3,4,0.09,2025-11-27
CR0002357,C000457,421,3,0,5,0.26,2026-08-08
CR0002358,C000319,329,3,5,1,0.07,2026-02-13
CR0002359,C000596,568,6,2,5,0.23,2025-12-14
CR0002360,C000216,771,13,5,4,0.47,2025-02-27
CR0002361,C000129,675,4,1,4,0.63,2025-12-13
CR0002362,C000053,491,7,0,0,0.61,2024-09-19
CR0002363,C000802,846,7,0,1,0.83,2025-10-29
CR0002364,C000172,774,6,7,2,0.65,2026-05-04
CR0002365,C000065,563,13,4,5,0.58,2025-12-03
CR0002366,C000609,440,1,5,2,0.72,2025-02-03
CR0002367,C000221,588,12,4,2,0.25,2025-08-05
CR0002368,C000815,392,2,8,0,0.62,2026-08-31
CR0002369,C000029,423,12,8,4,0.4,2024-11-14
CR0002370,C000430,658,9,3,2,0.85,2025-03-26
CR0002371,C000364,589,13,5,3,0.93,2026-05-05
CR0002372,C000087,460,14,2,4,0.76,2025-10-07
CR0002373,C000663,679,3,1,3,0.6,2026-02-23
CR0002374,C000174,353,6,6,3,0.06,2024-11-28
CR0002375,C000145,718,2,6,1,0.33,2026-08-06
CR0002376,C000375,733,1,7,0,0.32,2025-05-29
CR0002377,C000249,457,13,6,3,0.06,2024-10-06
CR0002378,C000597,501,6,1,2,0.5,2025-04-24
CR0002379,C000932,327,2,5,1,0.66,2026-02-27
CR0002380,C000728,369,8,3,5,0.7,2026-02-26
CR0002381,C000878,392,7,7,0,0.33,2024-12-19
CR0002382,C000454,355,6,8,3,0.56,2025-07-19
CR0002383,C000730,682,3,2,2,0.32,2025-07-03
CR0002384,C000688,514,4,9,2,0.33,2025-12-18
CR0002385,C000288,880,5,0,5,0.39,2026-09-07
CR0002386,C000950,570,12,5,1,0.14,2024-12-07
CR0002387,C000342,627,12,7,4,0.1,2026-06-28
CR0002388,C000128,771,2,9,5,0.12,2025-05-25
CR0002389,C000278,837,11,9,4,0.41,2025-01-13
CR0002390,C000557,607,14,6,4,0.24,2024-10-08
CR0002391,C000939,638,7,1,4,0.26,2024-11-17
CR0002392,C000363,630,12,9,3,0.29,2025-09-08
CR0002393,C000343,872,8,6,4,0.91,2026-06-23
CR0002394,C000848,683,11,7,0,0.74,2026-03-19
CR0002395,C000747,548,12,7,3,0.77,2026-02-10
CR0002396,C000046,390,9,4,1,0.82,2025-09-23
CR0002397,C000077,402,10,2,1,0.07,2025-09-03
CR0002398,C000386,668,7,7,1,0.25,2026-01-17
CR0002399,C000924,447,12,9,5,0.48,2025-04-13
CR0002400,C000925,436,4,9,3,0.31,2025-12-21
CR0002401,C000516,340,3,8,1,0.34,2026-02-09
CR0002402,C000341,467,14,6,3,0.39,2024-09-20
CR0002403,C000307,491,5,2,3,0.48,2025-05-29
