loan_id,customer_id,product_id,branch_id,application_date,approval_date,disbursement_date,loan_amount,interest_rate,tenure_months,loan_status
L0000257,C000741,LP005,BR001,2025-08-28,2025-09-07,2025-09-08,206040,12.0,27,DEFAULT
L0000258,C000013,LP004,BR001,2022-02-18,2022-02-28,2022-03-01,1940780,16.0,112,DEFAULT
L0000259,C000594,LP001,BR007,2022-07-23,2022-08-01,2022-08-02,98858,14.5,42,CLOSED
L0000260,C000580,LP002,BR010,2023-03-12,2023-03-22,2023-03-27,102517,10.5,67,DEFAULT
L0000261,C000426,LP001,BR001,2022-01-16,2022-01-23,2022-01-26,72774,14.5,56,DEFAULT
L0000262,C000111,LP005,BR008,2024-03-06,2024-03-13,2024-03-15,861272,12.0,27,ACTIVE
L0000263,C000488,LP002,BR007,2024-10-09,2024-10-15,2024-10-20,1308212,10.5,24,ACTIVE
L0000264,C000389,LP003,BR003,2024-05-14,2024-05-17,2024-05-20,4502550,8.5,208,CLOSED
L0000265,C000455,LP003,BR001,2025-05-01,2025-05-03,2025-05-06,3927977,8.5,77,CLOSED
L0000266,C000161,LP004,BR001,2022-09-11,2022-09-12,2022-09-13,1312126,16.0,78,ACTIVE
L0000267,C000229,LP002,BR009,2022-07-08,2022-07-17,2022-07-18,886494,10.5,38,ACTIVE
L0000268,C000121,LP003,BR009,2022-02-05,2022-02-12,2022-02-15,1394084,8.5,51,ACTIVE
L0000269,C000332,LP004,BR002,2021-10-16,2021-10-26,2021-10-29,647991,16.0,80,ACTIVE
L0000270,C000368,LP001,BR007,2022-11-19,2022-11-29,2022-12-02,370801,14.5,29,ACTIVE
L0000271,C000041,LP004,BR002,2023-02-27,2023-03-03,2023-03-07,1257847,16.0,112,DEFAULT
L0000272,C000258,LP003,BR009,2024-07-03,2024-07-11,2024-07-13,3605571,8.5,155,DEFAULT
L0000273,C000059,LP004,BR009,2024-09-30,2024-10-08,2024-10-11,743098,16.0,85,ACTIVE
L0000274,C000794,LP001,BR006,2025-06-06,2025-06-13,2025-06-15,498265,14.5,54,ACTIVE
L0000275,C000899,LP001,BR010,2023-12-28,2024-01-01,2024-01-05,460574,14.5,56,CLOSED
L0000276,C000211,LP001,BR007,2022-07-01,2022-07-03,2022-07-05,316518,14.5,37,ACTIVE
L0000277,C000087,LP004,BR002,2024-11-16,2024-11-25,2024-11-30,1561835,16.0,99,ACTIVE
L0000278,C000594,LP003,BR002,2024-08-15,2024-08-18,2024-08-22,544381,8.5,217,ACTIVE
L0000279,C000005,LP005,BR010,2023-04-07,2023-04-10,2023-04-14,990836,12.0,31,ACTIVE
L0000280,C000967,LP001,BR002,2022-09-04,2022-09-06,2022-09-07,187935,14.5,26,ACTIVE
L0000281,C000277,LP004,BR004,2025-02-12,2025-02-14,2025-02-19,179178,16.0,104,ACTIVE
L0000282,C000456,LP002,BR007,2025-02-10,2025-02-17,2025-02-22,1476099,10.5,78,ACTIVE
L0000283,C000139,LP005,BR007,2025-08-04,2025-08-14,2025-08-15,831187,12.0,17,ACTIVE
L0000284,C000008,LP004,BR004,2024-01-08,2024-01-16,2024-01-17,523010,16.0,120,DEFAULT
L0000285,C000236,LP001,BR003,2024-12-27,2025-01-01,2025-01-03,67620,14.5,50,DEFAULT
L0000286,C000735,LP005,BR008,2025-10-10,2025-10-19,2025-10-21,665073,12.0,17,ACTIVE
L0000287,C000899,LP004,BR009,2025-04-18,2025-04-24,2025-04-26,1473674,16.0,12,CLOSED
L0000288,C000566,LP004,BR010,2023-02-16,2023-02-18,2023-02-21,1735092,16.0,63,ACTIVE
L0000289,C000553,LP005,BR004,2022-09-02,2022-09-09,2022-09-13,634549,12.0,18,DEFAULT
L0000290,C000547,LP001,BR009,2022-11-01,2022-11-02,2022-11-03,97272,14.5,47,ACTIVE
L0000291,C000813,LP005,BR006,2022-03-17,2022-03-26,2022-03-31,385004,12.0,23,ACTIVE
L0000292,C000731,LP005,BR007,2023-01-24,2023-01-28,2023-02-02,223974,12.0,26,ACTIVE
L0000293,C000685,LP001,BR007,2022-08-04,2022-08-14,2022-08-15,186895,14.5,23,ACTIVE
L0000294,C000108,LP003,BR001,2025-03-31,2025-04-09,2025-04-10,1107217,8.5,140,ACTIVE
L0000295,C000666,LP002,BR005,2025-10-24,2025-10-30,2025-10-31,1176440,10.5,44,DEFAULT
L0000296,C000662,LP003,BR005,2026-07-19,2026-07-29,2026-08-01,4214212,8.5,108,DEFAULT
L0000297,C000218,LP004,BR007,2025-06-08,2025-06-16,2025-06-18,1688536,16.0,55,ACTIVE
L0000298,C000651,LP001,BR001,2023-04-02,2023-04-10,2023-04-15,64339,14.5,42,ACTIVE
L0000299,C000309,LP003,BR010,2024-12-08,2024-12-13,2024-12-14,3710095,8.5,174,CLOSED
L0000300,C000148,LP005,BR006,2024-10-04,2024-10-08,2024-10-11,452459,12.0,23,DEFAULT
L0000301,C000992,LP002,BR004,2021-12-14,2021-12-23,2021-12-24,652284,10.5,43,ACTIVE
L0000302,C000734,LP003,BR001,2022-10-26,2022-10-28,2022-11-01,3368844,8.5,31,DEFAULT
L0000303,C000199,LP002,BR008,2025-10-25,2025-10-28,2025-11-01,758238,10.5,57,CLOSED
L0000304,C000333,LP001,BR010,2025-11-10,2025-11-20,2025-11-23,145831,14.5,59,CLOSED
L0000305,C000494,LP004,BR006,2022-09-01,2022-09-09,2022-09-11,592539,16.0,106,CLOSED
L0000306,C000045,LP004,BR002,2025-03-16,2025-03-21,2025-03-23,580683,16.0,37,CLOSED
L0000307,C000931,LP004,BR004,2025-06-16,2025-06-26,2025-06-29,427146,16.0,111,ACTIVE
L0000308,C000120,LP001,BR002,2022-02-05,2022-02-07,2022-02-08,404320,14.5,54,ACTIVE
L0000309,C000090,LP004,BR009,2022-03-31,2022-04-10,2022-04-11,1702736,16.0,81,ACTIVE
L0000310,C000788,LP003,BR005,2023-12-07,2023-12-15,2023-12-18,3145908,8.5,138,DEFAULT
L0000311,C000350,LP001,BR001,2024-05-19,2024-05-24,2024-05-28,145877,14.5,60,DEFAULT
L0000312,C000179,LP001,BR010,2021-10-24,2021-10-29,2021-11-02,166440,14.5,60,DEFAULT
L0000313,C000428,LP002,BR007,2026-03-04,2026-03-07,2026-03-08,1202547,10.5,66,ACTIVE
L0000314,C000311,LP003,BR009,2026-08-12,2026-08-21,2026-08-22,4715067,8.5,100,ACTIVE
L0000315,C000108,LP003,BR007,2026-07-07,2026-07-10,2026-07-14,1509721,8.5,190,DEFAULT
L0000316,C000666,LP001,BR001,2023-08-12,2023-08-20,2023-08-23,411344,14.5,12,ACTIVE
L0000317,C000540,LP003,BR008,2024-08-02,2024-08-06,2024-08-10,1345134,8.5,95,ACTIVE
L0000318,C000252,LP002,BR007,2026-02-14,2026-02-24,2026-02-27,492487,10.5,82,ACTIVE
L0000319,C000162,LP002,BR008,2026-02-27,2026-03-03,2026-03-06,1088482,10.5,55,ACTIVE
L0000320,C000231,LP004,BR005,2022-07-08,2022-07-11,2022-07-15,989072,16.0,38,ACTIVE
L0000321,C000541,LP002,BR003,2025-05-22,2025-05-28,2025-05-31,940103,10.5,47,ACTIVE
L0000322,C000304,LP003,BR001,2023-10-28,2023-10-31,2023-11-05,1600075,8.5,159,CLOSED
L0000323,C000791,LP005,BR004,2025-10-22,2025-10-24,2025-10-27,863146,12.0,19,DEFAULT
L0000324,C000515,LP002,BR008,2024-08-25,2024-09-01,2024-09-05,511174,10.5,30,CLOSED
L0000325,C000659,LP001,BR005,2024-12-24,2025-01-01,2025-01-02,142593,14.5,38,ACTIVE
L0000326,C000736,LP004,BR007,2022-12-21,2022-12-24,2022-12-29,1219842,16.0,104,ACTIVE
L0000327,C000724,LP005,BR001,2026-06-16,2026-06-24,2026-06-27,283165,12.0,29,DEFAULT
L0000328,C000935,LP003,BR007,2022-03-04,2022-03-05,2022-03-09,1330260,8.5,188,CLOSED
L0000329,C000812,LP001,BR008,2021-10-22,2021-10-23,2021-10-25,476675,14.5,28,ACTIVE
L0000330,C000742,LP002,BR003,2023-01-16,2023-01-18,2023-01-22,801825,10.5,45,ACTIVE
L0000331,C000487,LP005,BR002,2026-01-03,2026-01-09,2026-01-14,604572,12.0,20,ACTIVE
L0000332,C000543,LP005,BR010,2025-09-13,2025-09-14,2025-09-18,147126,12.0,23,DEFAULT
L0000333,C000143,LP001,BR010,2025-12-04,2025-12-08,2025-12-13,351934,14.5,53,DEFAULT
L0000334,C000362,LP002,BR001,2023-02-11,2023-02-14,2023-02-17,844717,10.5,53,DEFAULT
L0000335,C000076,LP003,BR002,2022-05-06,2022-05-14,2022-05-18,1157729,8.5,109,DEFAULT
L0000336,C000966,LP002,BR002,2025-11-21,2025-11-26,2025-11-30,1424796,10.5,30,CLOSED
L0000337,C000109,LP004,BR002,2024-06-08,2024-06-14,2024-06-18,1423876,16.0,90,DEFAULT
L0000338,C000894,LP004,BR003,2023-10-04,2023-10-11,2023-10-12,265909,16.0,32,ACTIVE
L0000339,C000679,LP002,BR007,2024-07-10,2024-07-14,2024-07-17,764541,10.5,49,ACTIVE
L0000340,C000478,LP003,BR009,2024-01-28,2024-02-07,2024-02-11,2775393,8.5,239,ACTIVE
L0000341,C000073,LP005,BR006,2022-02-19,2022-02-25,2022-03-02,566240,12.0,26,ACTIVE
L0000342,C000164,LP001,BR010,2026-01-07,2026-01-10,2026-01-12,497853,14.5,13,CLOSED
L0000343,C000110,LP001,BR006,2023-08-08,2023-08-12,2023-08-15,440004,14.5,56,ACTIVE
L0000344,C000407,LP005,BR004,2026-05-23,2026-05-27,2026-05-29,436332,12.0,15,ACTIVE
L0000345,C000567,LP001,BR003,2024-12-05,2024-12-07,2024-12-11,337537,14.5,15,ACTIVE
L0000346,C000643,LP004,BR007,2025-02-19,2025-02-26,2025-03-03,1704313,16.0,22,ACTIVE
L0000347,C000772,LP002,BR008,2023-09-16,2023-09-21,2023-09-26,425633,10.5,22,ACTIVE
L0000348,C000037,LP002,BR001,2022-05-18,2022-05-23,2022-05-25,618828,10.5,48,ACTIVE
L0000349,C000977,LP001,BR005,2025-08-12,2025-08-15,2025-08-17,326164,14.5,22,ACTIVE
L0000350,C000194,LP005,BR008,2025-06-27,2025-06-28,2025-07-01,922162,12.0,22,ACTIVE
L0000351,C000690,LP003,BR004,2026-08-01,2026-08-09,2026-08-14,2785177,8.5,152,ACTIVE
L0000352,C000588,LP001,BR006,2025-07-09,2025-07-12,2025-07-17,142818,14.5,49,DEFAULT
L0000353,C000680,LP003,BR006,2022-06-16,2022-06-24,2022-06-29,4148854,8.5,146,DEFAULT
L0000354,C000821,LP004,BR007,2025-12-12,2025-12-17,2025-12-20,1110096,16.0,81,CLOSED
L0000355,C000985,LP002,BR010,2025-07-05,2025-07-07,2025-07-11,745646,10.5,58,ACTIVE
L0000356,C000835,LP002,BR010,2024-05-24,2024-05-29,2024-05-31,736638,10.5,13,ACTIVE
L0000357,C000864,LP003,BR001,2022-09-19,2022-09-28,2022-09-30,3384715,8.5,85,ACTIVE
L0000358,C000737,LP002,BR002,2025-12-09,2025-12-18,2025-12-19,1131655,10.5,73,ACTIVE
L0000359,C000837,LP001,BR009,2021-11-10,2021-11-11,2021-11-15,468363,14.5,30,DEFAULT
L0000360,C000381,LP005,BR009,2022-07-31,2022-08-04,2022-08-05,594842,12.0,23,CLOSED
L0000361,C000245,LP005,BR003,2025-02-20,2025-02-27,2025-03-04,478339,12.0,24,CLOSED
L0000362,C000263,LP002,BR004,2025-03-20,2025-03-23,2025-03-27,893474,10.5,40,ACTIVE
L0000363,C000863,LP003,BR006,2022-01-05,2022-01-07,2022-01-11,2509590,8.5,144,DEFAULT
L0000364,C000866,LP003,BR009,2026-06-12,2026-06-17,2026-06-20,4962271,8.5,219,ACTIVE
L0000365,C000436,LP001,BR009,2026-05-18,2026-05-25,2026-05-27,497470,14.5,16,CLOSED
L0000366,C000518,LP003,BR007,2021-09-16,2021-09-19,2021-09-22,1425736,8.5,175,ACTIVE
L0000367,C000151,LP003,BR001,2022-06-25,2022-07-05,2022-07-09,2782826,8.5,191,DEFAULT
L0000368,C000938,LP001,BR007,2024-04-19,2024-04-27,2024-04-29,218109,14.5,13,CLOSED
L0000369,C000801,LP005,BR002,2026-01-12,2026-01-13,2026-01-18,43205,12.0,17,ACTIVE
L0000370,C000821,LP002,BR004,2026-06-29,2026-07-04,2026-07-07,362226,10.5,68,ACTIVE
L0000371,C000327,LP005,BR006,2023-06-20,2023-06-24,2023-06-25,178003,12.0,12,ACTIVE
L0000372,C000278,LP001,BR003,2025-08-03,2025-08-07,2025-08-10,270328,14.5,31,ACTIVE
L0000373,C000642,LP003,BR007,2024-08-09,2024-08-15,2024-08-19,766230,8.5,96,ACTIVE
L0000374,C000535,LP003,BR010,2024-10-18,2024-10-21,2024-10-22,2735594,8.5,210,ACTIVE
L0000375,C000576,LP004,BR001,2022-03-03,2022-03-05,2022-03-10,1085969,16.0,35,CLOSED
L0000376,C000853,LP005,BR009,2023-08-09,2023-08-14,2023-08-18,888485,12.0,12,ACTIVE
L0000377,C000574,LP003,BR006,2025-07-28,2025-08-01,2025-08-05,4215825,8.5,75,ACTIVE
L0000378,C000665,LP005,BR004,2024-07-13,2024-07-17,2024-07-21,791041,12.0,36,ACTIVE
L0000379,C000753,LP004,BR010,2026-06-22,2026-07-01,2026-07-03,1091587,16.0,61,ACTIVE
L0000380,C000025,LP002,BR001,2025-09-24,2025-09-30,2025-10-02,1419453,10.5,17,DEFAULT
L0000381,C000971,LP003,BR001,2024-10-18,2024-10-27,2024-10-28,2624941,8.5,135,ACTIVE
L0000382,C000314,LP001,BR007,2025-07-22,2025-07-26,2025-07-29,77308,14.5,54,CLOSED
L0000383,C000992,LP003,BR002,2022-09-05,2022-09-07,2022-09-09,4142011,8.5,95,ACTIVE
L0000384,C000281,LP003,BR003,2022-07-15,2022-07-18,2022-07-21,1503693,8.5,113,CLOSED
L0000385,C000088,LP004,BR005,2023-08-05,2023-08-06,2023-08-07,1318606,16.0,112,ACTIVE
L0000386,C000641,LP005,BR010,2021-09-22,2021-10-02,2021-10-04,409439,12.0,36,ACTIVE
L0000387,C000690,LP003,BR006,2024-08-11,2024-08-15,2024-08-17,4693626,8.5,35,DEFAULT
L0000388,C000052,LP004,BR001,2024-09-23,2024-09-29,2024-09-30,225357,16.0,57,CLOSED
L0000389,C000705,LP003,BR007,2024-03-11,2024-03-20,2024-03-21,1555517,8.5,136,CLOSED
L0000390,C000439,LP002,BR005,2026-05-14,2026-05-20,2026-05-25,1451920,10.5,56,ACTIVE
L0000391,C000870,LP002,BR003,2026-02-23,2026-02-27,2026-02-28,892238,10.5,57,CLOSED
L0000392,C000525,LP002,BR004,2024-11-20,2024-11-25,2024-11-26,1117752,10.5,68,DEFAULT
L0000393,C000533,LP003,BR007,2022-08-12,2022-08-17,2022-08-22,4611189,8.5,60,DEFAULT
L0000394,C000754,LP001,BR001,2022-02-05,2022-02-08,2022-02-13,232276,14.5,32,ACTIVE
L0000395,C000364,LP003,BR009,2023-02-08,2023-02-13,2023-02-18,1845058,8.5,29,DEFAULT
L0000396,C000972,LP001,BR002,2025-11-23,2025-11-26,2025-11-30,205017,14.5,28,DEFAULT
L0000397,C000983,LP005,BR004,2022-11-26,2022-12-02,2022-12-06,20754,12.0,36,DEFAULT
L0000398,C000898,LP004,BR002,2025-03-10,2025-03-17,2025-03-19,1951643,16.0,14,DEFAULT
L0000399,C000498,LP001,BR005,2022-08-14,2022-08-20,2022-08-25,175192,14.5,32,ACTIVE
L0000400,C000741,LP005,BR007,2023-11-15,2023-11-24,2023-11-28,219092,12.0,28,ACTIVE
L0000401,C000763,LP002,BR007,2023-05-17,2023-05-26,2023-05-28,1385636,10.5,48,ACTIVE
L0000402,C000710,LP002,BR006,2023-04-21,2023-04-28,2023-05-01,331660,10.5,24,DEFAULT
L0000403,C000681,LP001,BR004,2022-09-26,2022-09-28,2022-09-29,487881,14.5,20,CLOSED
L0000404,C000278,LP001,BR006,2025-01-18,2025-01-19,2025-01-21,106127,14.5,43,CLOSED
L0000405,C000958,LP005,BR004,2023-07-17,2023-07-19,2023-07-20,618749,12.0,32,ACTIVE
L0000406,C000321,LP003,BR004,2025-08-05,2025-08-13,2025-08-18,2646968,8.5,24,ACTIVE
L0000407,C000114,LP001,BR005,2023-05-01,2023-05-05,2023-05-10,426357,14.5,16,ACTIVE
L0000408,C000882,LP002,BR008,2024-07-31,2024-08-04,2024-08-08,267681,10.5,71,ACTIVE
L0000409,C000415,LP005,BR002,2022-08-16,2022-08-22,2022-08-27,799592,12.0,25,ACTIVE
L0000410,C000676,LP003,BR007,2025-03-26,2025-03-27,2025-04-01,2729823,8.5,147,ACTIVE
L0000411,C000588,LP003,BR007,2022-02-07,2022-02-09,2022-02-12,1153769,8.5,67,DEFAULT
L0000412,C000618,LP005,BR005,2022-10-03,2022-10-05,2022-10-06,780397,12.0,19,DEFAULT
L0000413,C000871,LP005,BR004,2025-07-16,2025-07-23,2025-07-25,222500,12.0,28,CLOSED
L0000414,C000773,LP001,BR006,2025-08-07,2025-08-17,2025-08-19,342774,14.5,59,DEFAULT
L0000415,C000587,LP003,BR002,2025-12-30,2026-01-06,2026-01-07,3502814,8.5,184,ACTIVE
L0000416,C000363,LP004,BR005,2022-11-08,2022-11-15,2022-11-16,449824,16.0,113,CLOSED
L0000417,C000284,LP002,BR008,2025-12-13,2025-12-22,2025-12-26,1158417,10.5,55,CLOSED
L0000418,C000159,LP002,BR010,2021-09-29,2021-10-08,2021-10-13,1029063,10.5,57,ACTIVE
L0000419,C000069,LP003,BR007,2026-03-21,2026-03-30,2026-04-02,3618209,8.5,117,ACTIVE
L0000420,C000962,LP005,BR006,2022-02-13,2022-02-19,2022-02-24,272415,12.0,30,DEFAULT
L0000421,C000077,LP001,BR004,2026-05-31,2026-06-04,2026-06-08,451451,14.5,47,ACTIVE
L0000422,C000469,LP001,BR008,2025-05-22,2025-05-28,2025-06-01,284618,14.5,37,ACTIVE
L0000423,C000385,LP004,BR002,2025-10-25,2025-10-26,2025-10-29,1349405,16.0,14,DEFAULT
L0000424,C000685,LP004,BR001,2026-01-12,2026-01-15,2026-01-18,113775,16.0,50,CLOSED
L0000425,C000213,LP001,BR008,2023-03-20,2023-03-24,2023-03-27,61377,14.5,56,ACTIVE
L0000426,C000212,LP001,BR008,2023-03-09,2023-03-18,2023-03-23,341673,14.5,48,DEFAULT
L0000427,C000879,LP003,BR002,2022-10-19,2022-10-22,2022-10-23,816555,8.5,129,ACTIVE
L0000428,C000621,LP004,BR001,2022-08-03,2022-08-06,2022-08-08,655720,16.0,58,DEFAULT
L0000429,C000198,LP002,BR005,2025-01-01,2025-01-05,2025-01-07,637382,10.5,50,ACTIVE
L0000430,C000302,LP005,BR010,2024-06-11,2024-06-21,2024-06-25,616707,12.0,18,ACTIVE
L0000431,C000350,LP001,BR005,2025-12-30,2026-01-05,2026-01-09,140650,14.5,43,DEFAULT
L0000432,C000055,LP003,BR002,2024-12-24,2024-12-26,2024-12-31,3019881,8.5,21,DEFAULT
L0000433,C000821,LP001,BR005,2025-04-08,2025-04-15,2025-04-16,459008,14.5,15,ACTIVE
L0000434,C000318,LP004,BR010,2023-10-27,2023-11-02,2023-11-06,973509,16.0,27,CLOSED
L0000435,C000613,LP001,BR002,2024-01-14,2024-01-24,2024-01-25,382339,14.5,52,ACTIVE
L0000436,C000117,LP001,BR010,2025-02-03,2025-02-04,2025-02-07,324927,14.5,14,ACTIVE
L0000437,C000820,LP005,BR002,2024-08-16,2024-08-25,2024-08-30,176846,12.0,22,DEFAULT
L0000438,C000108,LP003,BR002,2024-03-17,2024-03-21,2024-03-23,923790,8.5,184,ACTIVE
L0000439,C000603,LP004,BR008,2025-07-23,2025-07-31,2025-08-05,1306396,16.0,76,ACTIVE
L0000440,C000376,LP005,BR007,2022-11-04,2022-11-08,2022-11-12,323859,12.0,24,CLOSED
L0000441,C000817,LP004,BR002,2022-11-19,2022-11-22,2022-11-25,273109,16.0,72,DEFAULT
L0000442,C000630,LP002,BR007,2025-03-21,2025-03-22,2025-03-27,937164,10.5,45,ACTIVE
L0000443,C000263,LP001,BR003,2026-01-24,2026-01-31,2026-02-05,277798,14.5,56,CLOSED
L0000444,C000436,LP004,BR002,2024-04-01,2024-04-04,2024-04-08,1272929,16.0,37,ACTIVE
L0000445,C000952,LP005,BR005,2026-05-14,2026-05-21,2026-05-26,225625,12.0,29,DEFAULT
L0000446,C000211,LP001,BR003,2024-05-18,2024-05-27,2024-05-29,177042,14.5,16,ACTIVE
L0000447,C000199,LP001,BR001,2026-06-01,2026-06-08,2026-06-11,408999,14.5,48,ACTIVE
L0000448,C000746,LP004,BR004,2023-07-23,2023-07-25,2023-07-29,988229,16.0,58,ACTIVE
L0000449,C000016,LP001,BR008,2023-06-02,2023-06-06,2023-06-09,230630,14.5,50,ACTIVE
L0000450,C000883,LP005,BR003,2023-06-29,2023-07-04,2023-07-06,386704,12.0,31,ACTIVE
L0000451,C000343,LP004,BR002,2024-03-06,2024-03-16,2024-03-18,1023718,16.0,17,CLOSED
L0000452,C000721,LP004,BR010,2024-08-23,2024-08-27,2024-08-30,427137,16.0,108,ACTIVE
L0000453,C000896,LP005,BR003,2022-11-02,2022-11-04,2022-11-05,274854,12.0,31,CLOSED
L0000454,C000677,LP002,BR010,2023-03-22,2023-03-27,2023-03-28,819892,10.5,26,ACTIVE
L0000455,C000531,LP005,BR006,2025-12-29,2026-01-06,2026-01-10,43853,12.0,22,CLOSED
L0000456,C000091,LP002,BR010,2026-04-28,2026-05-07,2026-05-09,527402,10.5,81,DEFAULT
L0000457,C000705,LP003,BR009,2024-06-13,2024-06-18,2024-06-23,4551918,8.5,171,CLOSED
L0000458,C000831,LP005,BR009,2022-09-09,2022-09-10,2022-09-14,631324,12.0,33,DEFAULT
L0000459,C000082,LP003,BR005,2024-09-14,2024-09-15,2024-09-18,1928744,8.5,27,ACTIVE
L0000460,C000377,LP001,BR001,2026-06-28,2026-07-02,2026-07-07,192229,14.5,15,ACTIVE
L0000461,C000249,LP005,BR007,2025-10-17,2025-10-18,2025-10-19,427523,12.0,33,ACTIVE
L0000462,C000105,LP004,BR009,2026-07-24,2026-07-30,2026-07-31,140010,16.0,49,ACTIVE
L0000463,C000634,LP002,BR005,2025-04-05,2025-04-09,2025-04-13,1166486,10.5,24,ACTIVE
L0000464,C000120,LP004,BR005,2026-04-01,2026-04-09,2026-04-14,1214763,16.0,23,CLOSED
L0000465,C000221,LP003,BR009,2024-02-21,2024-02-25,2024-03-01,4341867,8.5,155,ACTIVE
L0000466,C000920,LP003,BR006,2025-04-20,2025-04-21,2025-04-23,4941057,8.5,90,ACTIVE
L0000467,C000479,LP001,BR003,2021-10-25,2021-11-02,2021-11-06,440275,14.5,22,ACTIVE
L0000468,C000483,LP005,BR003,2026-02-26,2026-03-04,2026-03-07,392640,12.0,32,ACTIVE
L0000469,C000044,LP001,BR009,2022-08-12,2022-08-16,2022-08-21,194639,14.5,15,ACTIVE
L0000470,C000698,LP003,BR008,2021-12-03,2021-12-10,2021-12-11,2850436,8.5,69,CLOSED
L0000471,C000906,LP004,BR002,2024-12-12,2024-12-18,2024-12-22,1477685,16.0,29,ACTIVE
L0000472,C000437,LP001,BR006,2022-12-11,2022-12-18,2022-12-23,405464,14.5,51,CLOSED
L0000473,C000134,LP005,BR003,2022-02-27,2022-03-06,2022-03-08,620727,12.0,16,ACTIVE
L0000474,C000297,LP001,BR005,2022-03-10,2022-03-15,2022-03-20,222640,14.5,40,DEFAULT
L0000475,C000759,LP005,BR008,2023-05-30,2023-06-02,2023-06-04,704167,12.0,16,DEFAULT
L0000476,C000684,LP005,BR004,2023-12-24,2024-01-02,2024-01-04,924488,12.0,16,ACTIVE
L0000477,C000020,LP002,BR002,2023-01-29,2023-02-07,2023-02-09,1001910,10.5,30,DEFAULT
L0000478,C000323,LP003,BR010,2024-02-23,2024-02-26,2024-02-29,1068865,8.5,154,DEFAULT
L0000479,C000121,LP004,BR006,2023-11-03,2023-11-05,2023-11-07,766050,16.0,119,CLOSED
L0000480,C000922,LP005,BR008,2022-12-14,2022-12-15,2022-12-18,942885,12.0,25,ACTIVE
L0000481,C000962,LP004,BR003,2022-03-27,2022-04-01,2022-04-05,1663656,16.0,117,ACTIVE
L0000482,C000275,LP001,BR006,2024-03-20,2024-03-23,2024-03-25,105978,14.5,20,CLOSED
L0000483,C000385,LP002,BR010,2023-06-11,2023-06-12,2023-06-17,1393830,10.5,46,DEFAULT
L0000484,C000357,LP002,BR009,2026-04-24,2026-05-04,2026-05-09,584256,10.5,41,CLOSED
L0000485,C000994,LP001,BR009,2021-12-25,2021-12-26,2021-12-29,91668,14.5,56,ACTIVE
L0000486,C000233,LP004,BR005,2024-10-04,2024-10-07,2024-10-12,1874480,16.0,89,ACTIVE
L0000487,C000131,LP003,BR003,2025-07-23,2025-07-29,2025-07-31,3750252,8.5,137,ACTIVE
L0000488,C000158,LP003,BR005,2022-07-31,2022-08-03,2022-08-05,2121180,8.5,69,ACTIVE
L0000489,C000928,LP003,BR003,2026-06-27,2026-07-04,2026-07-05,2763738,8.5,117,CLOSED
L0000490,C000446,LP003,BR005,2023-08-13,2023-08-17,2023-08-19,1054791,8.5,57,ACTIVE
L0000491,C000169,LP005,BR005,2026-06-25,2026-07-05,2026-07-09,741276,12.0,22,ACTIVE
L0000492,C000326,LP003,BR003,2025-01-06,2025-01-10,2025-01-14,3896268,8.5,210,ACTIVE
L0000493,C000444,LP001,BR003,2023-09-24,2023-10-04,2023-10-08,427592,14.5,32,ACTIVE
L0000494,C000612,LP004,BR003,2026-01-20,2026-01-30,2026-02-04,1345301,16.0,80,DEFAULT
L0000495,C000172,LP005,BR004,2024-02-26,2024-02-27,2024-03-03,134626,12.0,26,ACTIVE
L0000496,C000607,LP001,BR003,2022-02-08,2022-02-09,2022-02-11,321949,14.5,46,ACTIVE
L0000497,C000734,LP001,BR009,2024-12-14,2024-12-15,2024-12-20,253108,14.5,45,ACTIVE
L0000498,C000453,LP002,BR001,2025-01-02,2025-01-06,2025-01-09,1021811,10.5,62,ACTIVE
L0000499,C000076,LP003,BR004,2025-04-02,2025-04-07,2025-04-11,1896590,8.5,120,ACTIVE
L0000500,C000790,LP005,BR005,2024-05-14,2024-05-24,2024-05-25,743468,12.0,28,CLOSED
L0000501,C000008,LP003,BR003,2026-05-28,2026-06-05,2026-06-09,1258672,8.5,196,DEFAULT
L0000502,C000007,LP004,BR004,2022-03-02,2022-03-04,2022-03-06,1733117,16.0,86,DEFAULT
L0000503,C000834,LP001,BR004,2021-10-26,2021-10-29,2021-11-02,266824,14.5,32,ACTIVE
L0000504,C000832,LP001,BR006,2023-11-05,2023-11-06,2023-11-08,287859,14.5,49,CLOSED
L0000505,C000564,LP005,BR008,2023-06-08,2023-06-16,2023-06-17,282230,12.0,22,CLOSED
L0000506,C000387,LP004,BR002,2025-06-23,2025-06-25,2025-06-26,339421,16.0,102,ACTIVE
L0000507,C000128,LP004,BR004,2023-08-17,2023-08-23,2023-08-24,1198524,16.0,102,ACTIVE
L0000508,C000759,LP001,BR008,2024-11-01,2024-11-10,2024-11-15,133833,14.5,36,DEFAULT
L0000509,C000301,LP002,BR008,2026-05-11,2026-05-18,2026-05-19,458371,10.5,54,DEFAULT
L0000510,C000086,LP005,BR009,2023-05-19,2023-05-22,2023-05-24,931022,12.0,16,CLOSED
L0000511,C000205,LP003,BR002,2023-05-10,2023-05-11,2023-05-15,3084213,8.5,91,ACTIVE
L0000512,C000346,LP001,BR001,2024-03-17,2024-03-22,2024-03-24,111632,14.5,20,CLOSED
L0000513,C000231,LP005,BR010,2025-07-11,2025-07-12,2025-07-17,822575,12.0,20,ACTIVE
